,Unnamed: 0,gvkey,deal year,Target name,pdpassgn,patents
518,518,141098,2004,Computer Access Technology Corp,12811151.0,"[6711151, 6718395, 6757318, 6826639]"
519,519,145161,2004,Nassda Corp,12677992.0,"[6577992, 6718525, 6820243]"
520,520,145513,2004,NetScreen Technologies Inc,12801432.0,[6701432]
521,521,147990,2004,Inveresk Research Group Inc,10192117.0,"[4092117, 4265875, 4292300]"
522,522,2246,2005,Bio-Logic Systems Corp,10962359.0,"[4649482, 4744029, 4862359, 4949725, 5014709, 5602550, 7003413]"
523,523,3011,2005,Chiron Corp,11850146.0,"[4619913, 4978332, 5573781, 5750146, 5874006, 5874402, 5925246, 5968355, 5980946, 6077545, 6224883, 6544962]"
524,524,3011,2005,Chiron Corp,11547859.0,[5447859]
525,525,3011,2005,Chiron Corp,11608269.0,"[5399558, 5441955, 5508269, 5668127, 5679515, 5700683, 5716584, 5759780, 5767068, 6083922, 6087358]"
526,526,3011,2005,Chiron Corp,10784623.0,"[3950224, 4246347, 4247641, 4262090, 4282324, 4284723, 4293652, 4351901, 4351902, 4423149, 4426449, 4450103, 4462940, 4477571, 4478094, 4485017, 4499188, 4503153, 4518584, 4530787, 4546080, 4554839, 4555486, 4555957, 4567144, 4568645, 4569790, 4569908, 4569910, 4569913, 4569915, 4572798, 4582788, 4582789, 4586546, 4587217, 4588585, 4604377, 4617261, 4623627, 4624921, 4631257, 4648529, 4650758, 4656132, 4666848, 4677063, 4677064, 4677070, 4677197, 4681742, 4683194, 4683195, 4683202, 4684623, 4689401, 4690890, 4700976, 4701416, 4705886, 4707446, 4707447, 4711843, 4711844, 4711845, 4727037, 4732852, 4737462, 4745180, 4748234, 4751313, 4752585, 4753894, 4754065, 4758428, 4762706, 4764465, 4766106, 4771128, 4784949, 4789630, 4789702, 4792523, 4794175, 4797388, 4797491, 4798787, 4800159, 4803169, 4803297, 4808705, 4816396, 4816440, 4818769, 4822731, 4822739, 4824641, 4828600, 4830962, 4847201, 4847325, 4853332, 4863726, 4863727, 4865974, 4870013, 4870017, 4873633, 4879111, 4889818, 4894225, 4894226, 4894227, 4894330, 4894334, 4894439, 4894443, 4895872, 4897466, 4902502, 4910141, 4914210, 4917888, 4923876, 4929700, 4931543, 4931544, 4933288, 4937191, 4937192, 4938948, 4939093, 4943636, 4948729, 4950598, 4950740, 4952508, 4952518, 4954637, 4956453, 4958009, 4959314, 4961969, 4962029, 4962188, 4962189, 4965188, 4966840, 4966843, 4973479, 4975276, 4985241, 4992271, 4994379, 4999339, 5001065, 5004605, 5008182, 5013662, 5024834, 5024947, 5034514, 5037644, 5038852, 5041378, 5045463, 5049490, 5057410, 5066489, 5066584, 5075216, 5078997, 5079163, 5079351, 5079352, 5081010, 5089261, 5091310, 5096816, 5098702, 5098703, 5100664, 5102872, 5104650, 5104975, 5110920, 5116750, 5116943, 5137721, 5149688, 5153265, 5156964, 5162507, 5166133, 5173482, 5208021, 5216005, 5220004, 5250186, 5252603, 5268274, 5269937, 5372943, 5620849, 5643566, 5702699, 5792458]"
527,527,3011,2005,Chiron Corp,12159794.0,"[5860989, 5944014, 6059794, 6638282]"
528,528,3011,2005,Chiron Corp,10759699.0,[4659699]
529,529,3011,2005,Chiron Corp,11341078.0,"[5164305, 5169774, 5206344, 5234839, 5241078, 5248769, 5276140, 5276180, 5281698, 5324655, 5397703, 5422105, 5422425, 5425940, 5455330, 5464936, 5470569, 5491065, 5503841, 5508031, 5538868, 5545518, 5556620, 5567611, 5573930, 5591827, 5629197, 5639593, 6238891]"
530,530,4132,2005,Acterna Corp,12714513.0,"[6614513, 6614527, 7019832]"
531,531,4132,2005,Acterna Corp,12484789.0,[6384789]
532,532,4132,2005,Acterna Corp,12330006.0,"[6230006, 6385300, 6542738, 6574310, 6590963, 6653844, 6691167, 6738454, 6910167, 6943557, 6952406, 6961370, 7010757, 7116111, 7116760]"
533,533,4675,2005,Inamed Corp,10449026.0,"[4140537, 4233360, 4250139, 4288498, 4349026, 4406853, 4424208, 4430760, 4434094, 4440750, 4465478, 4481001, 4501306, 4557764, 4563350, 4582640, 4600533, 4627982, 4642117, 4655980, 4671794, 4689399, 4699186, 4725671, 4743229, 4760131, 4774227, 4774228, 4774322, 4776890, 4789663, 4795467, 4803075, 4806523, 4810691, 4816442, 4843063, 4863732, 4865602, 4888366, 4950483, 4959205, 4971952, 4992226, 5001169, 5008240, 5024841, 5035715, 5071351, 5108436, 5110604, 5123925, 5162430, 5204382, 5207710, 5219576, 5246457, 5258029, 5264214, 5292802, 5304595, 5306500, 5308889, 5324775, 5328955, 5352715, 5366498, 5376375, 5383930, 5413791, 5425770, 5428022, 5428024, 5446091, 5470911, 5475052, 5476666, 5510418, 5523348, 5527856, 5540657, 5543441, 5550187, 5550188, 5565519, 5580923, 5614587, 5616689, 5643464, 5667839, 5693341, 5744545, 5752974, 5800541, 5807581, 5823671]"
534,534,7123,2005,Maxtor Corp,12580358.0,[6480358]
535,535,7123,2005,Maxtor Corp,10905055.0,"[4754351, 4755890, 4805055, 4814652, 4816665, 4829657, 4851943, 4894734, 4907105, 4928029, 4933786, 4937689, 4945434, 4953041, 4980786, 4999720, 5005095, 5057954, 5089757, 5103359, 5107379, 5109304, 5113099, 5121057, 5146183, 5202821, 5206570, 5207327, 5208556, 5237675, 5247254, 5251085, 5253131, 5260847, 5282247, 5283491, 5284391, 5285948, 5299082, 5301072, 5305170, 5307222, 5313124, 5313350, 5315181, 5321568, 5327638, 5328271, 5339209, 5355502, 5365385, 5367418, 5375021, 5381279, 5381528, 5389850, 5392175, 5396240, 5396379, 5406426, 5406431, 5420726, 5420733, 5420735, 5422766, 5422776, 5446353, 5454157, 5455727, 5461919, 5465476, 5466999, 5473230, 5476015, 5484063, 5488523, 5491394, 5491395, 5495368, 5495379, 5500779, 5504641, 5517375, 5517649, 5532926, 5540542, 5546250, 5555482, 5583712, 5583723, 5588030, 5594600, 5610487, 5616869, 5623759, 5631789, 5637999, 5671098, 5687046, 5696641, 5696645, 5710943, 5726829, 5742453, 5755586, 5781360, 5781699, 5796544, 5812345, 5815346, 5822152, 5825585, 5827090, 5828508, 5850321, 5865642, 5867353, 5889796, 5909330, 5914828, 5923487, 5923492, 5936790, 5940250, 5943177, 5943640, 5967834, 5973871, 5978168, 5995305, 5995324, 6005740, 6011667, 6018430, 6018431, 6036507, 6043952, 6052817, 6067205, 6068501, 6084734, 6084743, 6088664, 6094806, 6104563, 6104565, 6115203, 6115914, 6125000, 6144951, 6147827, 6157510, 6157511, 6172832, 6175472, 6185716, 6188484, 6191901, 6208484, 6214070, 6226151, 6229665, 6243234, 6246548, 6249398, 6256160, 6266205, 6266208, 6268976, 6275358, 6275361, 6279023, 6286125, 6288860, 6292317, 6292324, 6297928, 6297932, 6304407, 6304412, 6305500, 6307696, 6307719, 6310739, 6313967, 6313970, 6313972, 6324031, 6327150, 6332207, 6336174, 6337865, 6343367, 6351436, 6353315, 6356218, 6359744, 6359757, 6362932, 6366417, 6366418, 6369541, 6369971, 6373647, 6374383, 6378051, 6381102, 6381659, 6381726, 6384997, 6389568, 6389573, 6392838, 6392935, 6404570, 6407879, 6412042, 6412088, 6417788, 6421194, 6423431, 6424485, 6428906, 6430002, 6430123, 6433950, 6434664, 6437937, 6438159, 6438629, 6445527, 6445545, 6446236, 6452735, 6452753, 6452990, 6459539, 6462913, 6463564, 6471010, 6473301, 6475269, 6476998, 6479978, 6483215, 6487047, 6487646, 6490651, 6493160, 6493168, 6493171, 6493176, 6493187, 6493845, 6498704, 6499022, 6500351, 6501608, 6504670, 6510019, 6512649, 6515819, 6519107, 6525899, 6532135, 6538853, 6549362, 6553505, 6556372, 6557136, 6557240, 6558811, 6560063, 6560747, 6563668, 6563676, 6566832, 6567229, 6567235, 6568832, 6574118, 6577687, 6578062, 6581180, 6587291, 6587299, 6587977, 6588595, 6597529, 6597539, 6599077, 6600625, 6600632, 6600636, 6603617, 6606216, 6609177, 6611390, 6615361, 6624964, 6624967, 6624968, 6631053, 6631494, 6636383, 6637002, 6640319, 6642868, 6643819, 6643914, 6645551, 6646823, 6648587, 6649960, 6651214, 6654205, 6665140, 6671232, 6678102, 6680822, 6685845, 6687077, 6687081, 6687091, 6691278, 6697203, 6697225, 6697913, 6700746, 6701336, 6704156, 6704166, 6704168, 6707631, 6714368, 6714376, 6717757, 6717759, 6721121, 6721124, 6724568, 6724839, 6728894, 6731467, 6732328, 6738205, 6738229, 6744577, 6744578, 6751039, 6751044, 6753100, 6754025, 6760185, 6760191, 6760820, 6763430, 6763437, 6764289, 6765379, 6765747, 6768614, 6769088, 6775106, 6779011, 6785080, 6788493, 6792517, 6794920, 6798610, 6798613, 6807025, 6808783, 6809898, 6810485, 6811890, 6813106, 6816338, 6831811, 6838188, 6842313, 6846205, 6861854, 6867949, 6874097, 6874118, 6875492, 6882489, 6882501, 6882604, 6883079, 6883126, 6890667, 6892022, 6894854, 6894878, 6903902, 6903903, 6904479, 6905350, 6917497, 6920019, 6922301, 6922313, 6924952, 6927943, 6930860, 6933864, 6938326, 6940679, 6942511, 6947249, 6949004, 6950272, 6950277, 6950967, 6952331, 6954978, 6957379, 6961203, 6964008, 6965491, 6966225, 6967814, 6968493, 6975123, 6975467, 6975468, 6975477, 6975481, 6975482, 6977790, 6977792, 6977794, 6978415, 6980383, 6982503, 6985316, 6985333, 6986019, 6987628, 6987630, 6987638, 6992854, 6995943, 6995950, 6998061, 6998183, 6999265, 7003028, 7012771, 7012780, 7016157, 7017044, 7019924, 7019937, 7023632, 7023645, 7023652, 7023665, 7024754, 7027246, 7027251, 7027253, 7031101, 7032054, 7032127, 7035041, 7037121, 7038884, 7038886, 7042668, 7042674, 7042681, 7042683, 7046486, 7050259, 7050260, 7052739, 7054096, 7054790, 7062387, 7065613, 7068465, 7068470, 7075756, 7079345, 7082010, 7083376, 7083502, 7083871, 7085094, 7085988, 7088532, 7088533, 7088556, 7089483, 7092193, 7095201, 7102850, 7106542, 7106547, 7116513, 7123433, 7123435, 7126785, 7133233, 7133239, 7136253, 7136889, 7138196, 7139144, 7139149, 7139873, 7141318, 7145745, 7149044, 7149045, 7149048, 7151651, 7154689, 7154690, 7154700]"
536,536,7139,2005,Maytag Corp,10516033.0,"[3942216, 3958299, 3976000, 4014068, 4015308, 4021943, 4094535, 4133971, 4151628, 4155143, 4171554, 4177536, 4178653, 4182618, 4219900, 4336628, 4342133, 4349936, 4352967, 4360950, 4364757, 4380846, 4384385, 4405346, 4416033, 4421964, 4434865, 4449737, 4452618, 4467493, 4472856, 4498214, 4527302, 4539026, 4545089, 4554698, 4707169, 4720887, 4720891, 4748714, 4831685, 4845803, 4859144, 4888851, 4924039, 4934019, 4993105, 5014385, 5016316, 5111841, 5134750, 5137156, 5226527, 5233722, 5243734, 5247719, 5299608, 5303447, 5307537, 5330699, 5331714, 5339916, 5351361, 5373598, 5373606, 5388301, 5398567, 5406673, 5406674, 5433242, 5443362, 5455983, 5481781, 5493752, 5500977, 5511278, 5513418, 5527115, 5537712, 5548866, 5608944, 5608945, 5608946, 5615448, 5644815, 5652996, 5657793, 5659922, 5676405, 5713103, 5761763, 5779744, 5799361, 5860188, 5867857, 5867864, 5870798, 5901406, 5901408, 5901745, 5943732, 5946771, 5960514, 5961676, 5970576, 5974622, 5983442, 5983449, 6006402, 6009593, 6038732, 6076230, 6108860, 6108862, 6131238, 6134746, 6138322, 6146434, 6158084, 6185781, 6189174, 6237189, 6247202, 6253414, 6260233, 6266845, 6282747, 6314610, 6363573, 6368373, 6374452, 6375696, 6385810, 6401296, 6419169, 6421862, 6481050, 6513190, 6536074, 6571415, 6571422, 6572711, 6591447, 6596044, 6598263, 6615444, 6629332, 6640386, 6647578, 6666660, 6668420, 6681442, 6711777, 6725498, 6746059, 6768073, 6772475, 6812263, 6812847, 6832407, 6832409, 6842942, 6851158, 6875255, 6880201, 6896719, 6920665, 7039985, 7055211, 7100234, 7143469, 7146679, 7146682, 7152274]"
537,537,7208,2005,Compex Technologies Inc,,
538,538,8872,2005,Advanced Neuromodulation Systems Inc,,
539,539,9483,2005,Scientific Atlanta Inc,10623228.0,"[3988901, 3999184, 4009587, 4035730, 4035805, 4072931, 4074705, 4100472, 4101837, 4103674, 4109239, 4119143, 4120316, 4156241, 4190800, 4466017, 4471380, 4475110, 4498169, 4523228, 4524337, 4565104, 4567517, 4584599, 4628499, 4636852, 4641181, 4642688, 4651208, 4652903, 4660196, 4691353, 4692919, 4697277, 4698598, 4719642, 4740790, 4740831, 4748667, 4780910, 4792848, 4792972, 4805229, 4817142, 4821047, 4829569, 4853839, 4855922, 4866429, 4866519, 4866770, 4880966, 4885593, 4885775, 4887313, 4888799, 4890319, 4890321, 4896102, 4912721, 4912760, 4922456, 4922532, 4924498, 4926444, 4932070, 4941045, 4941199, 4963966, 4965534, 4965661, 4987486, 4989091, 4991011, 4994899, 4994908, 4998012, 5001554, 5003384, 5003534, 5012510, 5014276, 5014309, 5018407, 5025493, 5029207, 5029958, 5045816, 5053859, 5053883, 5054071, 5058160, 5068893, 5077607, 5090823, 5099348, 5109286, 5121387, 5125008, 5140603, 5142575, 5142690, 5144267, 5146532, 5153763, 5155590, 5157716, 5177787, 5182771, 5191459, 5194947, 5200823, 5204899, 5208659, 5208854, 5214390, 5216431, 5224187, 5225902, 5230097, 5231485, 5231660, 5235418, 5235619, 5237413, 5237610, 5239402, 5239540, 5241610, 5243647, 5243651, 5245420, 5247348, 5247357, 5247364, 5247843, 5251220, 5251324, 5255086, 5255090, 5257403, 5262883, 5265160, 5267071, 5270809, 5271011, 5271041, 5272752, 5278908, 5282028, 5285497, 5287351, 5287539, 5289541, 5301028, 5303295, 5309514, 5311325, 5311440, 5317391, 5317635, 5319454, 5319707, 5319709, 5323462, 5331412, 5341424, 5341425, 5345225, 5345504, 5345583, 5347388, 5347389, 5349580, 5351240, 5355374, 5355480, 5357276, 5359601, 5360092, 5361098, 5361156, 5361301, 5367571, 5379141, 5379145, 5381050, 5381477, 5381481, 5390337, 5398069, 5400401, 5406558, 5418782, 5420639, 5420640, 5420866, 5420923, 5425101, 5428404, 5430568, 5434610, 5435168, 5436749, 5436822, 5438370, 5440632, 5442472, 5454009, 5457701, 5462225, 5463689, 5467342, 5467397, 5471492, 5477199, 5477262, 5477370, 5481389, 5481542, 5483208, 5485221, 5493339, 5497187, 5499241, 5500758, 5502499, 5505901, 5506904, 5519780, 5523875, 5536911, 5537292, 5539822, 5550825, 5553141, 5559870, 5576700, 5579055, 5579057, 5581555, 5581801, 5583562, 5592176, 5592513, 5592551, 5594726, 5596606, 5600378, 5602933, 5604528, 5606609, 5640388, 5648745, 5654746, 5657414, 5668810, 5675575, 5684876, 5689606, 5699385, 5708963, 5715515, 5719867, 5719872, 5724525, 5737694, 5739586, 5740300, 5742202, 5742205, 5742677, 5754940, 5757416, 5764739, 5770974, 5771064, 5774859, 5781844, 5784441, 5790523, 5790806, 5805042, 5812604, 5813867, 5825829, 5826167, 5850165, 5850305, 5854703, 5854840, 5870444, 5870474, 5872842, 5892607, 5896382, 5898387, 5898454, 5902341, 5909468, 5917690, 5920239, 5920626, 5923755, 5926547, 5930024, 5930113, 5930231, 5930515, 5930601, 5937067, 5949822, 5960044, 5963352, 5966163, 5982424, 5991139, 5999207, 6005631, 6005938, 6016163, 6028941, 6029046, 6047159, 6052031, 6052384, 6052819, 6055244, 6064347, 6069589, 6072532, 6088153, 6091301, 6091441, 6097250, 6105134, 6106311, 6111758, 6125222, 6127631, 6130703, 6144561, 6147310, 6148039, 6157719, 6160993, 6161011, 6166728, 6178455, 6185232, 6188729, 6195369, 6195389, 6195493, 6195530, 6198498, 6199207, 6204718, 6208656, 6212278, 6215530, 6219358, 6226114, 6230203, 6239897, 6240103, 6242982, 6243145, 6246767, 6249523, 6252964, 6272150, 6272226, 6278816, 6282208, 6285253, 6286058, 6292059, 6292081, 6292568, 6294846, 6295298, 6300962, 6301223, 6308328, 6320131, 6324267, 6348837, 6356369, 6356374, 6373611, 6374275, 6385055, 6393585, 6393607, 6405239, 6405253, 6411602, 6411762, 6414612, 6417949, 6418122, 6420963, 6424714, 6424717, 6431913, 6433906, 6437895, 6438139, 6449071, 6455788, 6457178, 6459356, 6462851, 6463586, 6463588, 6467091, 6473285, 6476878, 6477301, 6487723, 6493876, 6498663, 6509994, 6510519, 6516002, 6516412, 6519067, 6519224, 6522548, 6523177, 6526508, 6529517, 6530088, 6538595, 6543051, 6546013, 6556239, 6559756, 6560340, 6564324, 6567118, 6567987, 6570693, 6570888, 6584128, 6587002, 6594316, 6618096, 6618353, 6622253, 6622308, 6629227, 6664659, 6664984, 6667994, 6671879, 6674967, 6714598, 6721352, 6721956, 6725459, 6738982, 6744892, 6744967, 6746282, 6748080, 6751271, 6760918, 6769133, 6771909, 6785474, 6785817, 6788868, 6792616, 6795972, 6802077, 6804708, 6811447, 6817028, 6822972, 6823385, 6832386, 6845106, 6868473, 6874075, 6889191, 6909471, 6917622, 6917628, 6922412, 6927806, 6928656, 6931058, 6937729, 6969279, 6971008, 6971121, 6976042, 6978310, 6983327, 6986156, 6993044, 6995806, 6996838, 7009992, 7009997, 7010801, 7023882, 7028088, 7053960, 7054564, 7065213, 7069572, 7069578, 7095960, 7099308, 7099588, 7120922, 7136417, 7139318, 7142604, 7149889, 7150031, 7155532, 7155733]"
540,540,10097,2005,Storage Technology Corp,11445447.0,[5345447]
541,541,10321,2005,BioSource International Inc,12918420.0,[6818420]
542,542,10541,2005,Thomas Industries Inc,12490790.0,"[5022312, 5092224, 5593224, 6390790]"
543,543,10541,2005,Thomas Industries Inc,10854377.0,"[3961868, 3961869, 4001574, 4028015, 4148019, 4275999, 4404955, 4414493, 4435749, 4477748, 4529148, 4545405, 4593428, 4596381, 4667363, 4723098, 4730550, 4742923, 4754377, 4782854, 4791338, 4803603, 4819294, 4839988, 4842095, 4842498, 4848660, 4859162, 4861273, 4873471, 4905846, 4910651, 4931917, 4995795, 4998764, 5006047, 5016927, 5024070, 5031945, 5050268, 5057979, 5085474, 5109323, 5114192, 5124901, 5128592, 5193647, 5213025, 5213125, 5227762, 5243735, 5322332, 5325281, 5327932, 5343373, 5420775, 5456287, 5475360, 5493953, 5515769, 5567126, 5571004, 5588737, 5593291, 5601423, 5644969, 5718571, 5746507, 5890879, 5970844, 6056521, 6062540, 6074174, 6116564, 6135144, 6193475, 6227821, 6254357, 6327961, 6331101, 6401594, 6443713, 6450777, 6474954, 6485266, 6692240, 6733248, 6755445, 6779991, 6790019, 6832900, 6860754, 6896721, 6916157, 7037090, 7117781]"
544,544,10541,2005,Thomas Industries Inc,10130702.0,"[4030702, 4108279, 4202531]"
545,545,10541,2005,Thomas Industries Inc,10803406.0,"[4703406, 4723747]"
546,546,10541,2005,Thomas Industries Inc,10291352.0,"[3952985, 4027454, 4041657, 4191352, 4479341]"
547,547,10541,2005,Thomas Industries Inc,10069786.0,"[3969786, 3993335, 4064589]"
548,548,10541,2005,Thomas Industries Inc,10468506.0,"[4361992, 4364108, 4368506]"
549,549,10588,2005,Titan Corp,10099918.0,"[3945318, 3961132, 3987465, 3990088, 3991145, 3999918, 4064205, 4131916, 4139243, 4197005, 4265532, 4334770, 4344699, 4348097, 4394089, 4477165, 4709913, 4734743]"
550,550,12587,2005,Ascential Software Corp,12704110.0,[6604110]
551,551,14250,2005,nStor Technologies Inc,,
552,552,14446,2005,IVAX Corp,12031874.0,[5931874]
553,553,14446,2005,IVAX Corp,11847462.0,[5747462]
554,554,14446,2005,IVAX Corp,10111660.0,"[4011660, 4126143, 4175572, 4205063, 4237112, 4237910, 4390033, 4524787, 4898726, 4950485, 4992267, 5060680, 5068101, 5077042, 5148822, 5171565, 5293885, 5376364, 5679327, 5853709]"
555,555,14446,2005,IVAX Corp,12755381.0,"[6655381, 6718972]"
556,556,14446,2005,IVAX Corp,10755231.0,"[4655231, 4676259, 4736755, 4907605, 4917120]"
557,557,14446,2005,IVAX Corp,11676351.0,"[5084042, 5169106, 5176634, 5199948, 5302093, 5437635, 5462526, 5526853, 5554013, 5576351, 5660529, 6110410]"
558,558,28325,2005,Tarantella Inc,12932380.0,"[6782411, 6832380, 6925606, 6983479]"
559,559,28822,2005,Captiva Software Corp,,
560,560,29381,2005,Macromedia Inc,12473490.0,"[5151998, 5204969, 5434959, 5467443, 5500927, 5592602, 5594855, 5623593, 5808610, 5940080, 6088027, 6128712, 6337703, 6373490, 6442658, 6459439, 6558431, 6771276, 6989847, 6992983, 7042450]"
561,561,30352,2005,Guilford Pharmaceuticals Inc,12062521.0,"[5331001, 5342946, 5359098, 5364876, 5395827, 5426114, 5510338, 5614547, 5650521, 5672592, 5747523, 5795877, 5804602, 5824662, 5863536, 5880112, 5902817, 5925666, 5952451, 5962521, 5968915, 5977090, 5981209, 5985855, 6004946, 6008318, 6011021, 6017903, 6025344, 6025345, 6028163, 6028216, 6046180, 6054444, 6071965, 6121252, 6121278, 6153212, 6166173, 6197785, 6201020, 6228888, 6235748, 6265609, 6271245, 6288046, 6291425, 6303310, 6306889, 6313159, 6322797, 6346536, 6348464, 6348475, 6350464, 6372726, 6376478, 6376644, 6380193, 6380211, 6384022, 6387902, 6395718, 6395749, 6403675, 6413948, 6419709, 6426415, 6444643, 6444657, 6447747, 6452044, 6455665, 6458775, 6479067, 6479471, 6485737, 6509477, 6514983, 6537585, 6545011, 6586623, 6593362, 6600010, 6635642, 6635786, 6641833, 6656971, 6677376, 6716828, 6723733, 6740777, 6800672, 6806261, 6812364, 6852750, 6884907, 6887996, 7101568, 7125907, 7138543, 7148250]"
562,562,30760,2005,CyberGuard Corp,12791143.0,"[6691143, 6820105]"
563,563,30946,2005,Pinnacle Systems Inc,12051625.0,[5951625]
564,564,31761,2005,InKine Pharmaceutical Co Inc,12262464.0,"[6162464, 6339062, 6380161]"
565,565,60796,2005,Med-Design Corp,,
566,566,61401,2005,Verity Inc,12892419.0,"[5778364, 6457047, 6567103, 6728704, 6738764, 6754647, 6792419, 6910026, 6999971, 7031909, 7085771]"
567,567,62079,2005,Intermix Media Inc,,
568,568,62728,2005,Physiometrix Inc,11311174.0,"[5211174, 5289822, 5295482, 5327888, 5331959, 5345934, 5479934, 5520683, 5540722, 5596038, 5718719, 5817016, 6128521, 6301493, 6317627, 6430437]"
569,569,62821,2005,Bone Care International Inc,11714513.0,"[5104864, 5403831, 5602116, 5614513, 5700790, 5707980, 5756783, 5763428, 5763429, 5786348, 5789397, 5795882, 5798345, 5801164, 5861386, 5869472, 5869473, 6025346, 6133250, 6143910, 6147064, 6150346, 6166000, 6211168, 6242434, 6251883, 6359012, 6376479, 6441207, 6503893, 6537982, 6538037, 6566353, 6573256, 6680309, 6903083, 6929797]"
570,570,63180,2005,Siebel Systems Inc,12929655.0,"[5715450, 5873096, 5963953, 6092083, 6178425, 6189011, 6216135, 6233617, 6266669, 6324568, 6324693, 6336137, 6367077, 6393605, 6405220, 6446089, 6549908, 6553563, 6574635, 6577726, 6604117, 6604128, 6609150, 6665648, 6684438, 6711565, 6724399, 6728702, 6728960, 6732095, 6732100, 6732111, 6754681, 6763351, 6782383, 6804330, 6826745, 6829655, 6850895, 6901595, 6904434, 6907422, 6907451, 6915306, 6973175, 6978445, 6993712, 7035810, 7043737, 7051319, 7058890, 7072938, 7076778, 7080371, 7103171, 7103875, 7107589, 7107594, 7110937, 7117449, 7131071, 7132962, 7133895, 7134084, 7136448, 7136865, 7146617, 7149694, 7149747]"
571,571,63328,2005,Webhire Inc,,
572,572,63617,2005,Closure Medical Corp,12720846.0,"[5928611, 5981621, 6010714, 6055828, 6099807, 6143352, 6143805, 6174919, 6183593, 6217603, 6245933, 6283933, 6306243, 6310166, 6322852, 6340097, 6352704, 6372313, 6376019, 6412639, 6420590, 6425704, 6428233, 6428234, 6433096, 6439789, 6455064, 6478191, 6488944, 6494896, 6512023, 6547467, 6565840, 6579469, 6585967, 6592281, 6595940, 6602496, 6605667, 6607631, 6616019, 6620846, 6637967, 6676322, 6705790, 6743858, 6746667, 6748950, 6767552, 6779657, 6802416, 6811341, 6837027, 6896838, 6942875, 6960040]"
573,573,63804,2005,Transkaryotic Therapies Inc,12148724.0,"[5580734, 5641670, 5733746, 5733761, 5783385, 5817789, 5869239, 5965125, 5968502, 5994127, 6027921, 6048524, 6048724, 6048729, 6054288, 6063630, 6083725, 6187305, 6200778, 6214622, 6242218, 6262026, 6270989, 6303379, 6355241, 6395884, 6419920, 6458574, 6472181, 6531124, 6537542, 6565844, 6566099, 6569681, 6582391, 6670178, 6692737, 6846676, 6858578, 6924365, 7122354]"
574,574,64099,2005,Intellisync Corp,12899190.0,"[6799190, 6925477, 7007003, 7013315, 7111231, 7116765, 7124189]"
575,575,65578,2005,Corixa Corp,10763306.0,"[4435386, 4436727, 4436728, 4503048, 4504473, 4505899, 4505900, 4505903, 4520019, 4579945, 4613504, 4629722, 4663306, 4803070, 4806352, 4844894, 4866034, 4877611, 4912094, 4987237, 5286718, 5762943, 6013640, 6113918, 6630161]"
576,576,65578,2005,Corixa Corp,12438835.0,"[5595721, 5843398, 5961955, 6015542, 6090365, 6287537, 6338835, 6565827]"
577,577,65578,2005,Corixa Corp,11360422.0,"[5130297, 5169934, 5194425, 5260422, 5284935, 5334391, 5468481, 5595881, 5734023, 5750356, 5763585, 5824315, 6007820, 6045796, 6060309, 6106840, 6218132, 6451314]"
578,578,65622,2005,Concord Communications Inc,,
579,579,66468,2005,Micromuse Inc,12505248.0,"[6108702, 6405248, 6694362, 6744739, 6998959, 7046120]"
580,580,66582,2005,Extended Systems Inc,11901689.0,"[5257289, 5289418, 5513332, 5801689, 5812857, 5937198, 5949412, 6006229, 6070199, 6473899, 6999930]"
581,581,110100,2005,First Virtual Communications Inc,,
582,582,112178,2005,Abgenix Inc,12175181.0,"[5916771, 5939598, 5985615, 5998209, 6075181, 6091001, 6114598, 6130364, 6150584, 6162963, 6207418, 6235883, 6395515, 6420140, 6458592, 6657103, 6673986, 6677138, 6682736, 6833268, 6884622, 6924360, 7037498, 7049426, 7064244, 7067131, 7078492, 7090844, 7109003, 7141653, 7145056]"
583,583,112752,2005,Bindview Development Corp,12395607.0,[6295607]
584,584,120455,2005,Copper Mountain Networks Inc,,
585,585,121938,2005,Keith Cos Inc,,
586,586,123995,2005,Epiphany Inc,12261103.0,"[6161103, 6169985, 6189004, 6212524, 6233537, 6564197, 6567846, 6636886, 6697865, 6745203, 6769032, 6772350, 6944777, 6976056, 7035825]"
587,587,127438,2005,GoRemote Internet Communications Inc,13007032.0,[6907032]
588,588,129419,2005,Centra Software Inc,,
589,589,132369,2005,Niku Corp,12765657.0,[6665657]
590,590,134031,2005,Nuance Communications Inc,,
591,591,134452,2005,SeeBeyond Technology Corp,12936890.0,[6836890]
592,592,135247,2005,Icoria Inc,12906060.0,"[6806060, 6819787, 6852484, 6873914, 6886764, 6993170]"
593,593,137864,2005,Corio Inc,,
594,594,138343,2005,Genaissance Pharmaceuticals Inc,12072614.0,[5972614]
595,595,138404,2005,Vicuron Pharmaceuticals Inc,12820305.0,"[6720305, 6797820, 6852752, 6900175, 6977141, 6987104, 6991800, 7115564, 7119061]"
596,596,141097,2005,AeroGen Inc,11858637.0,"[5758637, 5938117, 6014970, 6085740, 6205999, 6235177, 6427682, 6467476, 6540153, 6540154, 6543443, 6546927, 6550472, 6554201, 6615824, 6629646, 6640804, 6732944, 6755189, 6782886, 6814071, 6845770, 6851626, 6915962, 6921020, 6926208, 6948491, 6968840, 6978941, 7032590, 7040549, 7066398, 7083112, 7100600, 7104463, 7108197]"
597,597,141097,2005,AeroGen Inc,12216893.0,[6116893]
