,Unnamed: 0,gvkey,deal year,Target name,pdpassgn,patents
250,250,3282,2001,Compaq Computer Corp,10949879.0,"[3940743, 3955102, 3960256, 3974479, 3975770, 3982194, 3982241, 3983451, 3988779, 3997872, 3999163, 4001889, 4007448, 4016541, 4030073, 4045781, 4047157, 4055851, 4056713, 4071910, 4080609, 4099231, 4101969, 4137504, 4144583, 4149239, 4150433, 4151593, 4156931, 4167779, 4172267, 4183066, 4183084, 4190894, 4196375, 4204252, 4208679, 4214836, 4224681, 4229791, 4231071, 4231089, 4232366, 4236206, 4236207, 4241397, 4241399, 4245303, 4258967, 4259718, 4260914, 4290102, 4290133, 4315220, 4315288, 4319323, 4321632, 4326813, 4338642, 4338663, 4345309, 4346416, 4349871, 4357656, 4363056, 4380088, 4380723, 4381542, 4383283, 4384363, 4388685, 4390912, 4392200, 4395758, 4407595, 4412347, 4413339, 4422115, 4434487, 4449182, 4449183, 4450572, 4467150, 4475212, 4484142, 4488217, 4490785, 4494720, 4495529, 4498098, 4500958, 4503420, 4503530, 4504903, 4509115, 4509116, 4519028, 4523375, 4527236, 4529978, 4535233, 4536809, 4543626, 4543628, 4552992, 4556951, 4560985, 4568841, 4569049, 4572460, 4581109, 4583222, 4584761, 4586130, 4587595, 4589068, 4597078, 4599611, 4604750, 4611202, 4611326, 4614882, 4617193, 4619872, 4621323, 4621877, 4622516, 4623981, 4625203, 4630158, 4631611, 4633488, 4639891, 4642492, 4648030, 4648035, 4656546, 4661905, 4662049, 4667307, 4669025, 4669061, 4670855, 4689765, 4691199, 4692839, 4695351, 4700272, 4700330, 4701841, 4705257, 4706190, 4712190, 4715036, 4720782, 4720913, 4721866, 4727545, 4727680, 4728160, 4728821, 4729166, 4734874, 4742451, 4744025, 4748066, 4748644, 4749164, 4749882, 4751721, 4752772, 4754173, 4754485, 4754546, 4755936, 4763249, 4769588, 4769634, 4769637, 4769768, 4770897, 4774422, 4777595, 4778401, 4778950, 4780095, 4781968, 4782486, 4782487, 4787031, 4787033, 4787858, 4788465, 4788717, 4791552, 4791566, 4792924, 4794527, 4794570, 4795275, 4797608, 4798972, 4799173, 4799211, 4800956, 4804434, 4805131, 4806792, 4807718, 4808773, 4809110, 4809216, 4809218, 4810211, 4811190, 4811272, 4811279, 4811364, 4812191, 4812676, 4812971, 4814981, 4816119, 4817080, 4817095, 4817851, 4818891, 4821130, 4821169, 4821368, 4822467, 4823122, 4825386, 4825406, 4825412, 4825435, 4827409, 4828966, 4829267, 4829515, 4829587, 4831520, 4831581, 4833567, 4835599, 4837565, 4837675, 4837736, 4837767, 4839497, 4839587, 4839611, 4839774, 4840225, 4840567, 4841219, 4842526, 4843613, 4843695, 4845722, 4846006, 4847705, 4847804, 4849363, 4849711, 4849879, 4849923, 4851834, 4851991, 4852039, 4853898, 4856003, 4858116, 4858165, 4858173, 4858234, 4859952, 4860244, 4860292, 4860824, 4862320, 4862355, 4862405, 4862465, 4864197, 4864496, 4864497, 4864540, 4864559, 4865875, 4866306, 4866716, 4870356, 4872214, 4872261, 4873578, 4874975, 4875160, 4875223, 4875625, 4875635, 4875880, 4877480, 4878193, 4878219, 4879635, 4881075, 4881165, 4881263, 4884155, 4885036, 4885649, 4885770, 4887076, 4887147, 4887232, 4888679, 4890019, 4890172, 4890221, 4890225, 4890278, 4890285, 4891827, 4893235, 4894605, 4894846, 4896315, 4896777, 4897779, 4897786, 4897833, 4899082, 4899207, 4899290, 4900650, 4903218, 4905162, 4905232, 4905238, 4906904, 4906985, 4907113, 4907151, 4907228, 4908721, 4908826, 4908841, 4910434, 4910713, 4912061, 4912583, 4912584, 4914535, 4914633, 4914741, 4916704, 4918526, 4918548, 4920486, 4922397, 4922446, 4924463, 4924513, 4924976, 4926022, 4928075, 4928247, 4928252, 4929889, 4931791, 4931886, 4933845, 4935786, 4935832, 4935864, 4935880, 4937075, 4937733, 4937824, 4937863, 4940508, 4940510, 4941083, 4941088, 4941121, 4943915, 4945541, 4945548, 4947275, 4947341, 4947358, 4947368, 4949035, 4949200, 4949239, 4949250, 4949251, 4950156, 4952994, 4953072, 4953078, 4953101, 4954788, 4954873, 4954878, 4954946, 4955065, 4958274, 4958303, 4959752, 4962004, 4962463, 4963766, 4963836, 4965723, 4965758, 4965780, 4965791, 4965793, 4965882, 4965883, 4966226, 4968135, 4968977, 4968985, 4970616, 4970625, 4970718, 4970726, 4972101, 4972161, 4972187, 4972253, 4972287, 4974153, 4974190, 4975795, 4975867, 4975904, 4975905, 4975930, 4977498, 4979097, 4979190, 4979663, 4980817, 4980850, 4980854, 4980888, 4981248, 4982360, 4982402, 4985825, 4985832, 4985985, 4987292, 4987355, 4987475, 4987507, 4988890, 4989211, 4991078, 4992044, 4992968, 4994302, 4994914, 4994996, 4995038, 4995041, 4995451, 4997389, 4999803, 5000254, 5001469, 5001715, 5003244, 5003420, 5003459, 5003467, 5003537, 5003556, 5005122, 5005174, 5006980, 5008812, 5008886, 5010038, 5012403, 5012408, 5014160, 5014161, 5014195, 5014221, 5014273, 5014327, 5016131, 5016204, 5017863, 5017985, 5018137, 5018142, 5019965, 5019967, 5020020, 5020040, 5021712, 5021853, 5022030, 5023480, 5023807, 5023827, 5023828, 5023991, 5025249, 5027290, 5028820, 5029074, 5029076, 5029124, 5029164, 5031054, 5031146, 5032727, 5032788, 5032987, 5033048, 5034645, 5034883, 5034898, 5036380, 5036408, 5036493, 5037050, 5038274, 5038277, 5038278, 5038300, 5038314, 5039825, 5040109, 5040218, 5043226, 5043867, 5043874, 5043886, 5043975, 5046929, 5047958, 5048022, 5049718, 5050039, 5050074, 5051893, 5053892, 5053920, 5053946, 5055959, 5057837, 5057996, 5058006, 5058108, 5058109, 5058131, 5060172, 5062055, 5063476, 5063497, 5064367, 5065312, 5067004, 5067069, 5067528, 5068715, 5068780, 5068781, 5068822, 5068851, 5068959, 5069749, 5070256, 5070392, 5070502, 5070528, 5072075, 5072132, 5072187, 5072366, 5072405, 5075956, 5077136, 5077234, 5079452, 5079537, 5079767, 5081554, 5081678, 5083100, 5084757, 5084870, 5084871, 5085935, 5086428, 5086469, 5087842, 5088036, 5088052, 5088091, 5088172, 5089334, 5089948, 5090014, 5091845, 5092631, 5093775, 5094980, 5095441, 5095460, 5095471, 5095613, 5097370, 5097387, 5097411, 5097436, 5097468, 5099367, 5099484, 5099485, 5099517, 5101106, 5101362, 5101402, 5101485, 5101493, 5103352, 5103393, 5103553, 5105055, 5105183, 5105322, 5105408, 5107398, 5107462, 5107503, 5107506, 5108837, 5109307, 5109495, 5111352, 5111424, 5111465, 5112142, 5112662, 5113352, 5113515, 5113521, 5115359, 5115360, 5115363, 5115455, 5115858, 5117351, 5117352, 5119043, 5119402, 5119465, 5119483, 5119484, 5120603, 5121085, 5121260, 5121382, 5123091, 5125083, 5125086, 5126964, 5127006, 5128216, 5128658, 5128809, 5128830, 5128926, 5129037, 5129083, 5129084, 5129089, 5129842, 5129956, 5130275, 5130768, 5130889, 5131619, 5132925, 5133667, 5134088, 5134312, 5134366, 5134535, 5134610, 5136440, 5136523, 5136592, 5136700, 5136712, 5136716, 5136718, 5138216, 5138266, 5138611, 5138615, 5138675, 5139430, 5142615, 5142631, 5142633, 5142634, 5142687, 5144304, 5145434, 5146421, 5146560, 5146563, 5146564, 5146568, 5146597, 5146606, 5146981, 5147679, 5148112, 5148338, 5148353, 5148528, 5148536, 5148544, 5148969, 5149210, 5150197, 5150308, 5150360, 5150467, 5150469, 5151867, 5151895, 5151899, 5153521, 5153786, 5153787, 5153789, 5153794, 5153870, 5153881, 5155382, 5155422, 5155726, 5155803, 5155822, 5155843, 5155854, 5156371, 5156983, 5157570, 5157673, 5157778, 5158912, 5159511, 5159568, 5159616, 5160855, 5160922, 5161134, 5161193, 5161403, 5162955, 5162980, 5163138, 5163148, 5163551, 5164543, 5164677, 5164916, 5165020, 5165055, 5167019, 5167026, 5167035, 5168455, 5168531, 5168537, 5168558, 5168573, 5168919, 5170403, 5170465, 5170484, 5172011, 5172016, 5172755, 5172922, 5173828, 5173939, 5175122, 5175410, 5175488, 5175613, 5175696, 5175765, 5175810, 5175814, 5175817, 5175836, 5175837, 5175854, 5175938, 5176965, 5177555, 5177789, 5178476, 5178934, 5179554, 5179558, 5179577, 5179633, 5179641, 5179673, 5179674, 5179680, 5182444, 5182752, 5182801, 5182806, 5183104, 5184125, 5184210, 5184211, 5184267, 5184281, 5185537, 5185561, 5185597, 5185852, 5185875, 5185877, 5185886, 5187446, 5187619, 5187676, 5187780, 5187790, 5188324, 5191227, 5191404, 5191563, 5191581, 5191656, 5192214, 5192893, 5193039, 5193071, 5193149, 5193151, 5193163, 5193167, 5193191, 5193197, 5194696, 5195005, 5195181, 5197132, 5197138, 5197143, 5198073, 5198753, 5198758, 5199168, 5199743, 5200866, 5201050, 5202623, 5202802, 5202880, 5202884, 5202960, 5202973, 5202991, 5202999, 5203401, 5204496, 5204897, 5204958, 5204961, 5204963, 5204966, 5206628, 5206713, 5206791, 5206947, 5208518, 5208692, 5208768, 5209389, 5210741, 5210795, 5210829, 5210834, 5210837, 5210854, 5210865, 5210874, 5212650, 5212776, 5212783, 5212788, 5214553, 5214770, 5214963, 5216413, 5216556, 5216655, 5216672, 5217198, 5218513, 5218519, 5218557, 5218678, 5218684, 5218712, 5220271, 5220468, 5220604, 5220661, 5220674, 5221422, 5222029, 5222197, 5222223, 5222224, 5223710, 5223806, 5223996, 5224106, 5224163, 5224206, 5224214, 5224235, 5224263, 5224884, 5225790, 5225833, 5226092, 5226150, 5226170, 5226966, 5227041, 5227582, 5227604, 5227778, 5227959, 5228066, 5228083, 5228121, 5228129, 5229575, 5229901, 5229914, 5229926, 5230044, 5230067, 5230071, 5230072, 5230079, 5231246, 5231552, 5232570, 5233616, 5233684, 5235211, 5235617, 5235642, 5235644, 5235693, 5235697, 5237574, 5237662, 5237673, 5239260, 5239274, 5239423, 5239493, 5239630, 5239634, 5239635, 5239637, 5240549, 5240740, 5241564, 5241621, 5241632, 5241639, 5241652, 5243241, 5243308, 5243495, 5243592, 5243756, 5246294, 5247398, 5247426, 5247464, 5247510, 5247522, 5247524, 5247618, 5247676, 5248253, 5249187, 5249293, 5251147, 5251205, 5251227, 5251310, 5251316, 5251322, 5253203, 5253249, 5253353, 5254930, 5255287, 5255367, 5255375, 5255381, 5256060, 5256975, 5257264, 5260864, 5260928, 5260945, 5260999, 5261002, 5261059, 5261066, 5261077, 5261085, 5261097, 5261113, 5262344, 5263030, 5263032, 5263127, 5263144, 5263160, 5265092, 5265104, 5265212, 5265216, 5265229, 5265257, 5266156, 5266409, 5267112, 5267175, 5267199, 5267235, 5267237, 5267349, 5267867, 5268837, 5268962, 5269013, 5272390, 5272394, 5272445, 5273455, 5274210, 5274509, 5274628, 5274783, 5274811, 5276569, 5276712, 5276809, 5276828, 5276851, 5276852, 5276863, 5276868, 5276872, 5276874, 5276892, 5276895, 5277756, 5278703, 5278727, 5278783, 5278829, 5278840, 5278974, 5279865, 5280437, 5280478, 5280575, 5280582, 5280608, 5280610, 5280617, 5280627, 5281869, 5283560, 5283571, 5283857, 5283873, 5283875, 5285007, 5285323, 5285347, 5286919, 5287263, 5287359, 5287438, 5287463, 5287485, 5287490, 5287500, 5287501, 5287517, 5287534, 5289046, 5289347, 5289409, 5289567, 5291491, 5291494, 5291497, 5291581, 5293486, 5293487, 5293620, 5294842, 5294994, 5296392, 5297107, 5297269, 5297283, 5297291, 5297992, 5298464, 5299206, 5301163, 5301186, 5301283, 5301320, 5301325, 5301327, 5301329, 5302960, 5303265, 5303302, 5303332, 5303347, 5303362, 5303380, 5303382, 5303391, 5304845, 5304939, 5305161, 5305306, 5305354, 5305389, 5305462, 5306994, 5307217, 5307336, 5307345, 5307468, 5307479, 5307492, 5307504, 5307506, 5308429, 5309035, 5309303, 5309437, 5309451, 5309569, 5311081, 5311386, 5311387, 5313118, 5313369, 5313387, 5313464, 5313465, 5313467, 5313501, 5313577, 5313581, 5313595, 5313623, 5313641, 5314596, 5315480, 5315597, 5315602, 5315657, 5315696, 5315698, 5315707, 5316642, 5316965, 5317527, 5317693, 5317708, 5317717, 5317718, 5317719, 5317720, 5317723, 5317740, 5319385, 5319524, 5319651, 5319678, 5319743, 5319760, 5319766, 5319785, 5319791, 5321373, 5321575, 5321693, 5321703, 5321724, 5321806, 5321810, 5321823, 5321841, 5323394, 5325495, 5325524, 5325528, 5325531, 5327368, 5327424, 5327435, 5327534, 5327557, 5329426, 5329626, 5330881, 5330920, 5331496, 5331636, 5332487, 5333086, 5333097, 5333098, 5333260, 5333296, 5333315, 5333744, 5334043, 5335226, 5335235, 5335337, 5335343, 5339240, 5339307, 5339313, 5339408, 5339418, 5339422, 5339428, 5339449, 5341319, 5341405, 5341477, 5341478, 5341482, 5341491, 5341510, 5343337, 5343426, 5345578, 5345587, 5345588, 5346584, 5347559, 5347648, 5347653, 5349651, 5349684, 5349690, 5351146, 5351179, 5351243, 5351247, 5351295, 5353286, 5353424, 5353433, 5355029, 5355124, 5355321, 5356828, 5357427, 5357529, 5357619, 5359235, 5359547, 5359610, 5359630, 5361042, 5361081, 5361267, 5361372, 5361914, 5363048, 5363098, 5363578, 5365382, 5365476, 5365658, 5366388, 5366827, 5366852, 5367573, 5367683, 5367688, 5367705, 5369640, 5369737, 5369757, 5371638, 5371807, 5371822, 5371868, 5371870, 5371874, 5371889, 5372262, 5373421, 5375020, 5375068, 5375199, 5377133, 5377190, 5377327, 5377354, 5378945, 5379305, 5379419, 5379422, 5381052, 5381146, 5381402, 5382831, 5383096, 5384680, 5384779, 5385289, 5385630, 5386143, 5386514, 5386523, 5386524, 5386547, 5387495, 5387530, 5388099, 5388222, 5388224, 5388247, 5388263, 5389757, 5390173, 5390286, 5390299, 5390302, 5390318, 5390327, 5392219, 5394143, 5394347, 5394401, 5394529, 5396239, 5396263, 5397081, 5398234, 5398242, 5398822, 5400333, 5404353, 5404436, 5404474, 5404482, 5404483, 5404523, 5404536, 5406147, 5406477, 5406504, 5407850, 5408473, 5408500, 5408597, 5408612, 5408619, 5408640, 5408641, 5408650, 5410448, 5410535, 5410545, 5410682, 5410917, 5412691, 5412788, 5413964, 5414455, 5414524, 5414700, 5414704, 5414839, 5414840, 5416689, 5416907, 5417012, 5418781, 5418784, 5418854, 5418967, 5418973, 5420065, 5420862, 5420983, 5420986, 5420990, 5421022, 5422674, 5422999, 5426736, 5426741, 5427878, 5428270, 5428611, 5428615, 5428619, 5428640, 5428761, 5428764, 5428766, 5428786, 5428794, 5428807, 5428891, 5430727, 5430876, 5430888, 5432776, 5432784, 5432788, 5432795, 5432918, 5432919, 5434855, 5434864, 5434971, 5436800, 5436903, 5438508, 5440690, 5440691, 5440709, 5440732, 5440736, 5440744, 5442390, 5442571, 5444717, 5445697, 5446575, 5446622, 5446734, 5446878, 5446899, 5446901, 5448739, 5450349, 5450407, 5450555, 5450575, 5451885, 5452226, 5452330, 5452418, 5452433, 5452454, 5452459, 5453713, 5453983, 5454091, 5454332, 5455492, 5455865, 5456404, 5457799, 5457880, 5459713, 5459837, 5461330, 5461588, 5461718, 5462350, 5463561, 5463774, 5465104, 5465340, 5469463, 5469547, 5469551, 5469562, 5471081, 5471376, 5471591, 5471596, 5471632, 5475421, 5475587, 5475690, 5475763, 5475819, 5475838, 5477540, 5479123, 5479413, 5479642, 5481538, 5481555, 5481689, 5481699, 5481723, 5481749, 5483423, 5483526, 5483598, 5483652, 5485586, 5485607, 5485932, 5487131, 5488713, 5488716, 5488730, 5489162, 5490100, 5490113, 5491752, 5491801, 5492858, 5493638, 5493675, 5494857, 5495089, 5495232, 5495345, 5495447, 5497421, 5498965, 5499253, 5499330, 5499364, 5500860, 5500881, 5500947, 5504858, 5504899, 5504900, 5504901, 5506984, 5506987, 5507030, 5508558, 5508822, 5509135, 5511076, 5511152, 5511168, 5515363, 5515513, 5515523, 5517533, 5517617, 5517660, 5519693, 5519832, 5519841, 5519849, 5519858, 5522031, 5522075, 5523603, 5523998, 5524241, 5524254, 5525829, 5526355, 5526477, 5527996, 5528513, 5528605, 5528739, 5530905, 5532918, 5533174, 5534811, 5534855, 5535020, 5535099, 5535209, 5535216, 5535323, 5535354, 5535392, 5537098, 5537413, 5537541, 5539345, 5539907, 5542058, 5542076, 5543936, 5544051, 5544344, 5546324, 5546354, 5546377, 5546536, 5546543, 5548553, 5548717, 5548719, 5548762, 5550729, 5550760, 5551002, 5551048, 5553085, 5553214, 5553258, 5553264, 5553266, 5553267, 5553270, 5555375, 5555382, 5555405, 5555419, 5557500, 5557622, 5557729, 5557745, 5557796, 5559693, 5559802, 5559953, 5559987, 5561328, 5561791, 5563096, 5563449, 5564118, 5565934, 5566325, 5567651, 5568415, 5568470, 5568554, 5568624, 5568651, 5570459, 5574839, 5574860, 5574912, 5577253, 5579336, 5579504, 5581690, 5581691, 5581719, 5582242, 5583867, 5585793, 5586260, 5586272, 5586294, 5587964, 5588112, 5588132, 5590271, 5590293, 5590366, 5592685, 5594495, 5594617, 5594674, 5594741, 5594859, 5594869, 5594875, 5594889, 5594927, 5596218, 5596283, 5596575, 5596715, 5596754, 5597034, 5598560, 5598562, 5600814, 5600833, 5602853, 5602941, 5604376, 5606653, 5606665, 5606719, 5608653, 5608883, 5608907, 5610951, 5611000, 5612897, 5613063, 5613098, 5613116, 5613117, 5613129, 5613134, 5614444, 5615167, 5615283, 5615363, 5615382, 5617283, 5617409, 5619657, 5619662, 5619710, 5621678, 5621734, 5621874, 5623690, 5625802, 5625805, 5625822, 5627773, 5627842, 5627981, 5629840, 5629950, 5630049, 5630055, 5630097, 5630166, 5631908, 5633867, 5634014, 5634023, 5636355, 5636366, 5638259, 5638532, 5638538, 5644571, 5646581, 5648909, 5648959, 5649109, 5649203, 5650997, 5651111, 5652615, 5652837, 5652861, 5652869, 5652889, 5654653, 5657239, 5657426, 5657456, 5657471, 5657480, 5658166, 5659713, 5659739, 5659753, 5659775, 5664106, 5664177, 5664221, 5666415, 5666519, 5666551, 5668951, 5669002, 5671225, 5671406, 5675735, 5675742, 5675763, 5675800, 5678045, 5680544, 5680584, 5680644, 5682489, 5682551, 5684946, 5687310, 5687330, 5689679, 5692159, 5694312, 5694350, 5694536, 5694579, 5695068, 5696945, 5696956, 5698818, 5701427, 5701480, 5701484, 5701667, 5708813, 5710724, 5712858, 5713009, 5717575, 5717729, 5717883, 5717921, 5720009, 5724033, 5724513, 5724539, 5726864, 5726927, 5729485, 5729702, 5732240, 5732273, 5734659, 5734825, 5736461, 5737546, 5740198, 5740357, 5740467, 5742746, 5742819, 5745259, 5745696, 5745697, 5745879, 5745889, 5745890, 5745894, 5745898, 5745899, 5745900, 5748186, 5748961, 5751554, 5752255, 5754753, 5754783, 5754860, 5758106, 5758142, 5758183, 5758359, 5760690, 5761427, 5761501, 5761729, 5761731, 5764503, 5764504, 5764766, 5764877, 5764885, 5764947, 5764996, 5765149, 5765150, 5765158, 5765168, 5765193, 5774343, 5774643, 5774719, 5774727, 5775418, 5777618, 5778165, 5778175, 5778423, 5780897, 5781201, 5781417, 5781531, 5781550, 5781772, 5783771, 5784552, 5784709, 5785789, 5787281, 5787435, 5787465, 5787475, 5787480, 5787976, 5788869, 5790753, 5790775, 5790782, 5790799, 5790800, 5793658, 5793998, 5794073, 5794242, 5796939, 5796966, 5796976, 5797008, 5797023, 5801957, 5802272, 5802292, 5802373, 5802497, 5802561, 5802585, 5802604, 5805775, 5805803, 5805808, 5805872, 5806083, 5809320, 5809450, 5809502, 5811998, 5812763, 5812810, 5813793, 5814762, 5815651, 5818462, 5819014, 5819064, 5819109, 5819252, 5819258, 5819282, 5820171, 5821575, 5822195, 5822527, 5822565, 5822586, 5825679, 5825680, 5826001, 5826015, 5826254, 5828817, 5828874, 5829051, 5831558, 5831666, 5832224, 5832500, 5835134, 5835346, 5835756, 5835961, 5836014, 5838065, 5842011, 5842017, 5845064, 5847575, 5848258, 5852820, 5855016, 5857097, 5857179, 5857183, 5857364, 5858509, 5860002, 5860133, 5862358, 5864863, 5867407, 5868261, 5870109, 5870386, 5871101, 5873120, 5873127, 5877930, 5878054, 5881313, 5884050, 5884267, 5885853, 5886862, 5886902, 5887159, 5889666, 5889692, 5889714, 5890201, 5890281, 5890959, 5892937, 5892973, 5896524, 5897400, 5901035, 5901057, 5901308, 5905992, 5909677, 5910725, 5910851, 5912621, 5912745, 5914679, 5915098, 5915251, 5917147, 5918029, 5918957, 5920322, 5920698, 5920721, 5923863, 5923872, 5924065, 5924120, 5926366, 5926640, 5930379, 5930509, 5930605, 5932918, 5933592, 5933598, 5933640, 5933860, 5936615, 5938776, 5940619, 5940868, 5941621, 5943445, 5943479, 5943492, 5946118, 5948689, 5950228, 5953503, 5953538, 5953747, 5956352, 5956478, 5956665, 5956692, 5956758, 5958040, 5959241, 5960215, 5960383, 5963556, 5963740, 5963954, 5963972, 5964867, 5966292, 5966539, 5966703, 5966710, 5966735, 5968153, 5970497, 5974455, 5974481, 5974506, 5978118, 5978212, 5978571, 5978892, 5986868, 5987252, 5987544, 5987558, 5990520, 5991760, 5991808, 5995080, 5995253, 5995377, 5995746, 5996055, 5999737, 6000028, 6000044, 6002266, 6005368, 6005503, 6006168, 6009210, 6009269, 6009462, 6009514, 6009521, 6011299, 6011679, 6012072, 6012074, 6012106, 6012120, 6014236, 6014690, 6016148, 6016467, 6016493, 6016529, 6018756, 6018771, 6021409, 6025745, 6026217, 6026475, 6028347, 6028452, 6029131, 6029164, 6031539, 6032196, 6034430, 6035123, 6038378, 6038576, 6038689, 6043827, 6046571, 6046984, 6047078, 6047286, 6047357, 6049889, 6052132, 6052706, 6061686, 6061773, 6065033, 6067543, 6070009, 6075704, 6076059, 6076129, 6076158, 6076176, 6078487, 6078565, 6078740, 6078923, 6079021, 6081268, 6081909, 6084455, 6085292, 6085296, 6088771, 6091897, 6092101, 6092180, 6097593, 6097882, 6098179, 6101288, 6101516, 6101543, 6105019, 6105028, 6108734, 6108770, 6112267, 6112317, 6112318, 6115550, 6115775, 6119075, 6119124, 6124865, 6125034, 6131107, 6131150, 6133717, 6134531, 6134642, 6134665, 6138182, 6138748, 6147885, 6151208, 6151610, 6167490, 6173287, 6173293, 6185551, 6189026, 6195377, 6195718, 6199153, 6204859, 6212535, 6243708, 6243761, 6286109, 6289312, 6314392, 6320735]"
251,251,3282,2001,Compaq Computer Corp,11253876.0,[5153876]
252,252,3282,2001,Compaq Computer Corp,11277788.0,"[5077543, 5109206, 5177788, 5237566, 5305385, 5400334, 5412656, 5568613, 5630113, 5638515, 5874964]"
253,253,3282,2001,Compaq Computer Corp,10848638.0,"[4680773, 4680781, 4691314, 4748638, 5134611]"
254,254,3796,2001,Datron Systems Inc,10949761.0,"[3931742, 4083024, 4204214, 4693629, 4849761, 5036332, 5274382, 5335407]"
255,255,5122,2001,GenRad Inc,11001315.0,"[4901315, 5359237, 5471136, 5592614, 5893052, 6233509]"
256,256,5122,2001,GenRad Inc,10170741.0,"[4070741, 4181949, 4186338, 4196475, 4228537, 4236246, 4242631, 4242751, 4290013, 4300846, 4342089, 4342959, 4414664, 4459693, 4462084, 4472816, 4520416, 4523154, 4554630, 4555783, 4569048, 4594558, 4620304, 4686391, 4727312, 4740895, 4764694, 4782324, 4796259, 4808815, 4862069, 4864219, 4931742, 4937535, 4951283, 4977370, 5027298, 5057775, 5101150, 5103109, 5124636, 5124638, 5127009, 5172377, 5243272, 5282211, 5391993, 5414715, 5426372, 5440568, 5457380, 5486753, 5506510, 5548525, 5602490, 5615219, 5736862, 5786697, 5811980, 5861743, 6114848, 6138143, 6175230, 6363217, 6393458, 6550669]"
257,257,5122,2001,GenRad Inc,10705894.0,[4605894]
258,258,8014,2001,Novametrix Medical Systems Inc,11716923.0,"[4280505, 4290431, 4291691, 4301807, 4367735, 4541901, 4759369, 4865038, 4932410, 5170786, 5190038, 5443060, 5616923, 5718225, 5789660, 5820550, 6126610, 6306098, 6648831]"
259,259,9051,2001,Minntech Corp,11379735.0,"[4721123, 4734198, 4776843, 4781693, 4863452, 4906581, 5041220, 5137531, 5162101, 5270004, 5279735, 5310524, 5344652, 5400818, 5429184, 5476454, 5508046, 5531848, 5543002, 5554283, 5573526, 5578267, 5589507, 5605627, 5616616, 5635195, 5656302, 5683584, 5706889, 5718869, 5762798, 5766480, 5770073, 5840343, 5863501, 6050278, 6068815, 6192900, 6251437, 6261457, 6309543, 6439246, 6585934, 6632397, 6793880, 6797234, 6830367, 6884392, 7061597, 7138087]"
260,260,9313,2001,SCI Systems Inc,10576731.0,"[3946374, 3998315, 4100551, 4176364, 4177472, 4178583, 4178599, 4178600, 4178601, 4195936, 4203120, 4203121, 4203122, 4226546, 4293233, 4389313, 4427029, 4476731, 4494127, 4506274, 4629562, 4742477, 4851864, 4857945, 4928133, 4958171, 4962393, 4980704, 4985107, 4989160, 5012261, 5019841, 5091738, 5220517, 5235676, 5260893, 5309176, 5329463, 5497316, 5508947, 5519663, 5599117, 5657254, 5657786, 5664073, 5684285, 5692845, 5792268, 5794659, 5818022, 6038131, 6042285, 6600855, 6625376, 6771863, 6865333, 6866430]"
261,261,10458,2001,Dynamic Healthcare Technologies Inc,,
262,262,12580,2001,Duramed Pharmaceuticals Inc,12446268.0,"[5908638, 6083532, 6346268, 7005138, 7078394]"
263,263,12730,2001,Data Dimensions Inc,,
264,264,13228,2001,Total Research Corp,,
265,265,13608,2001,PictureTel Corp,11417672.0,"[4703349, 4703350, 4727422, 4754492, 4849810, 5150209, 5155594, 5263019, 5283646, 5305307, 5317672, 5367385, 5374971, 5486853, 5550924, 5633681, 5644660, 5664021, 5664057, 5715319, 5742346, 5767897, 5778082, 5787183, 5805739, 5821986, 5874960, 5924064, 5943248, 5949975, 5983192, 5983252, 5987131, 6032188, 6141597, 6240140, 6285661, 6304928, 6357028, 6911987]"
266,266,13902,2001,Structural Dynamics Research Corp,10546742.0,[4446742]
267,267,14554,2001,Sensory Science Corp,,
268,268,22546,2001,PolyVision Corp,12767739.0,[6667739]
269,269,22546,2001,PolyVision Corp,11180470.0,"[5054894, 5056899, 5074648, 5078480, 5080470, 5082355]"
270,270,22657,2001,Network Six Inc,,
271,271,22823,2001,IKOS Systems Inc,10887061.0,"[4787061, 4787062, 5126966, 5854752, 6009531, 6061511, 6104210, 6223148]"
272,272,23819,2001,Laser Vision Centers Inc,11498986.0,"[5398986, 5845914]"
273,273,24220,2001,COR Therapeutics Inc,11596724.0,"[5268358, 5278144, 5318899, 5342830, 5344783, 5496724, 5583107, 5589571, 5589572, 5597799, 5602233, 5629174, 5635481, 5650314, 5674892, 5679542, 5686566, 5686567, 5686568, 5686569, 5686570, 5686571, 5686572, 5688768, 5705606, 5716789, 5721214, 5728726, 5736339, 5744584, 5747447, 5756451, 5759994, 5759999, 5763575, 5770564, 5770699, 5780595, 5786333, 5795863, 5795867, 5795868, 5795910, 5798332, 5807825, 5807828, 5817310, 5837679, 5843897, 5851839, 5856448, 5866681, 5871963, 5872218, 5874400, 5916908, 5919765, 5935926, 5958732, 5968897, 5968902, 5990079, 6005089, 6022861, 6024936, 6043212, 6046169, 6060588, 6063582, 6063794, 6069130, 6083688, 6117836, 6124101, 6133256, 6194435, 6194557, 6197541, 6197748, 6204268, 6210913, 6211154, 6211183, 6218382, 6228854, 6245743, 6245809, 6262047, 6291469, 6297026, 6333321, 6369063, 6369080, 6372475, 6376515, 6399627]"
274,274,25115,2001,Xircom Inc,12323233.0,"[5276443, 5299314, 5408614, 5773332, 5870609, 5940275, 5949085, 5984731, 6011690, 6026494, 6089922, 6095851, 6115257, 6141706, 6169475, 6183307, 6183308, 6202209, 6208311, 6208627, 6223233, 6229792, 6241550, 6275704, 6282228, 6317452, 6351533, 6375516]"
