,assgn_final,gvkey_final
763,10109257,5180.0
764,10109259,11498.0
765,10109369,9462.0
766,10109707,126721.0
767,10109756,7985.0
768,10109781,128762.0
769,10109894,7063.0
770,10109937,8215.0
771,10110017,11228.0
772,10110128,10443.0
773,10110175,2403.0
774,10110389,25747.0
775,10110797,2371.0
776,10110892,5825.0
777,10111144,9899.0
778,10111183,5083.0
779,10111350,5886.0
780,10111395,1964.0
781,10111562,3639.0
782,10111660,63775.0
783,10111704,11462.0
784,10111732,31477.0
785,10111811,3913.0
786,10112031,1180.0
787,10112084,8966.0
788,10112132,3980.0
789,10112134,3338.0
790,10112299,13708.0
791,10112359,4622.0
792,10112729,4321.0
793,10112775,125863.0
794,10112801,6649.0
795,10112834,8687.0
796,10112928,6424.0
797,10113081,1848.0
798,10113755,100080.0
799,10113903,100039.0
800,10114326,24370.0
801,10114342,2403.0
802,10114407,3070.0
803,10114433,6266.0
804,10114448,1408.0
805,10114744,7392.0
806,10114830,162254.0
807,10115075,11678.0
808,10115414,11282.0
809,10115453,11379.0
810,10115756,6495.0
811,10115793,8320.0
812,10115925,2893.0
813,10116370,4961.0
814,10116681,9705.0
815,10116894,2131.0
816,10116942,10750.0
817,10116963,15751.0
818,10117336,4503.0
819,10117383,8367.0
820,10117837,20557.0
821,10117973,4335.0
822,10118033,3639.0
823,10118034,9555.0
824,10118291,3735.0
825,10118318,28742.0
826,10118549,13264.0
827,10118795,9755.0
828,10119020,5237.0
829,10119111,6157.0
830,10119162,11342.0
831,10119183,5494.0
832,10119568,3224.0
833,10119678,63876.0
834,10119699,126721.0
835,10119819,5134.0
836,10119910,11559.0
837,10119942,13302.0
838,10120326,3024.0
839,10120345,6646.0
840,10120365,130762.0
841,10120425,30022.0
842,10120441,10530.0
843,10120535,8025.0
844,10120760,11570.0
845,10120873,6302.0
846,10120996,114370.0
847,10121029,11588.0
848,10121122,4327.0
849,10121145,5120.0
850,10121157,9465.0
851,10121440,6730.0
852,10121580,9451.0
853,10121654,8337.0
854,10121708,1577.0
855,10121776,8989.0
856,10121946,8451.0
857,10122134,4470.0
858,10122246,4864.0
859,10122286,6645.0
860,10122313,8996.0
861,10122325,1408.0
862,10122345,1139.0
863,10122365,5073.0
864,10122489,1393.0
865,10122513,3580.0
866,10122565,5959.0
867,10122571,1022.0
868,10122629,6320.0
869,10122851,1247.0
870,10122978,65047.0
871,10123031,2173.0
872,10123097,3791.0
873,10123195,28917.0
874,10123205,1863.0
875,10123234,5549.0
876,10123264,25747.0
877,10123486,2068.0
878,10123559,101317.0
879,10123718,6905.0
880,10124098,7471.0
881,10124346,8633.0
882,10124412,9507.0
883,10124522,4941.0
884,10124691,9188.0
885,10124846,4625.0
886,10125163,12377.0
887,10125315,65090.0
888,10125354,9027.0
889,10125670,14287.0
890,10125782,6516.0
891,10126003,1101.0
892,10126172,25987.0
893,10126381,14262.0
894,10126425,4545.0
895,10126800,7749.0
896,10126976,4689.0
897,10127140,7772.0
898,10127150,5047.0
899,10127229,5589.0
900,10127343,6649.0
901,10127495,4229.0
902,10127546,2255.0
903,10127622,15106.0
904,10127880,15267.0
905,10127928,10767.0
906,10128059,10787.0
907,10128209,13467.0
908,10128419,8530.0
909,10128824,30689.0
910,10128843,4965.0
911,10128868,2278.0
912,10129172,146313.0
913,10129598,7257.0
914,10129626,1098.0
915,10129638,1221.0
916,10129749,7471.0
917,10129797,9236.0
918,10129908,3750.0
919,10129932,5674.0
920,10130160,10016.0
921,10130429,10869.0
922,10130600,3396.0
923,10130702,30098.0
924,10130710,6873.0
925,10130792,2577.0
926,10131197,4961.0
927,10131366,5759.0
928,10131500,101352.0
929,10131540,5812.0
930,10131544,4222.0
931,10131652,5650.0
932,10131682,7305.0
933,10131813,2504.0
934,10131959,8492.0
935,10132230,5040.0
936,10132393,11044.0
937,10132605,11559.0
938,10132855,1146.0
939,10133090,2024.0
940,10133656,11682.0
941,10133708,1786.0
942,10133767,1976.0
943,10134049,10443.0
944,10134059,1365.0
945,10134225,8458.0
946,10134369,18467.0
947,10134438,63483.0
948,10134617,1397.0
949,10134648,12861.0
950,10134708,7435.0
951,10134994,6506.0
952,10135516,1817.0
953,10135614,3580.0
954,10135716,4961.0
955,10135749,5508.0
956,10135766,2294.0
957,10135861,1380.0
958,10135938,5976.0
959,10135978,8875.0
960,10136200,10257.0
961,10136389,5913.0
962,10136456,2787.0
963,10136515,5467.0
964,10136579,2197.0
965,10136595,9723.0
966,10136634,8643.0
967,10136739,15251.0
968,10136934,10490.0
969,10137061,4263.0
970,10137116,9311.0
971,10137161,1970.0
972,10137370,7918.0
973,10137422,24365.0
974,10137634,3835.0
975,10137729,8446.0
976,10137760,2268.0
977,10137803,3763.0
978,10137984,2219.0
979,10138009,4152.0
980,10138027,14550.0
981,10138029,11599.0
982,10138100,10621.0
983,10138180,1193.0
984,10138239,3448.0
985,10138345,6776.0
986,10138415,20364.0
987,10138555,5168.0
988,10138740,2478.0
989,10138815,5959.0
990,10139039,2403.0
991,10139117,5657.0
992,10139284,3131.0
993,10139751,5043.0
994,10139798,1945.0
995,10139841,9935.0
996,10139975,8972.0
997,10139994,3098.0
998,10140181,1278.0
999,10140315,4961.0
1000,10140345,3639.0
1001,10140438,6486.0
1002,10140487,10672.0
1003,10140780,140760.0
1004,10140808,1608.0
1005,10140966,1759.0
1006,10141088,4510.0
1007,10141174,9227.0
1008,10141393,3650.0
1009,10141454,3156.0
1010,10141609,13700.0
1011,10141947,3499.0
1012,10142013,8943.0
1013,10142022,4367.0
1014,10142501,14531.0
1015,10142852,3734.0
1016,10143054,1781.0
1017,10143129,6944.0
1018,10143301,10436.0
1019,10143359,7085.0
1020,10143438,7985.0
1021,10143440,1126.0
1022,10143502,3517.0
1023,10143620,10581.0
1024,10143709,4018.0
1025,10143742,10530.0
1026,10144091,5250.0
1027,10144127,1478.0
1028,10144636,9230.0
1029,10144675,8606.0
1030,10144761,101317.0
1031,10144992,4199.0
1032,10145057,11089.0
1033,10145363,6512.0
1034,10145640,7929.0
1035,10145665,19305.0
1036,10146039,4150.0
1037,10146046,9944.0
1038,10146253,8551.0
1039,10146433,11749.0
1040,10146947,2008.0
1041,10146991,212685.0
1042,10147344,8675.0
1043,10147445,8302.0
1044,10147763,6291.0
1045,10147786,4122.0
1046,10147914,4080.0
1047,10148299,11609.0
1048,10148302,31590.0
1049,10148336,11375.0
1050,10148621,5673.0
1051,10148649,10684.0
1052,10148818,11685.0
1053,10148836,8717.0
1054,10148933,4000.0
1055,10149089,9661.0
1056,10149281,4998.0
1057,10149481,7471.0
1058,10149684,6349.0
1059,10149707,12604.0
1060,10149748,2950.0
1061,10149955,2664.0
1062,10150010,2817.0
1063,10150394,6702.0
1064,10150479,7088.0
1065,10150572,6754.0
1066,10150591,6504.0
1067,10150594,6621.0
1068,10150667,11501.0
1069,10150722,2170.0
1070,10150769,1865.0
1071,10151154,9236.0
1072,10151452,3670.0
1073,10151523,1300.0
1074,10151532,7114.0
1075,10151783,3979.0
1076,10151909,8237.0
1077,10151944,10324.0
1078,10151995,9112.0
1079,10152238,1012.0
1080,10152471,8413.0
1081,10152492,6319.0
1082,10152779,2797.0
1083,10152786,2577.0
1084,10152838,8479.0
1085,10153057,8221.0
1086,10153110,4492.0
1087,10153166,8004.0
1088,10153388,9837.0
1089,10153669,8319.0
1090,10154283,3784.0
1091,10154530,5255.0
1092,10154599,10482.0
1093,10154822,1898.0
1094,10154919,61718.0
1095,10155672,10003.0
1096,10156250,2817.0
1097,10156639,8739.0
1098,10157047,1522.0
1099,10157240,1555.0
1100,10157269,2805.0
1101,10157455,3502.0
1102,10157481,1300.0
1103,10157821,7155.0
1104,10157869,1865.0
1105,10157880,6376.0
1106,10158218,7282.0
1107,10158333,8491.0
1108,10158372,1209.0
1109,10158488,7410.0
1110,10159189,11073.0
1111,10159220,6919.0
1112,10159329,6507.0
1113,10159672,9103.0
1114,10159718,4154.0
1115,10159993,9348.0
1116,10160070,9808.0
1117,10160215,7875.0
1118,10160415,8071.0
1119,10160888,10787.0
1120,10161241,7154.0
1121,10161383,4138.0
1122,10161420,8873.0
1123,10161483,7985.0
1124,10161935,10386.0
1125,10162087,10016.0
1126,10162187,5482.0
1127,10162340,2448.0
1128,10162463,6911.0
1129,10162668,1988.0
1130,10162728,1620.0
1131,10163010,24625.0
1132,10163169,3735.0
1133,10163179,3574.0
1134,10163216,9587.0
1135,10163250,3022.0
1136,10163346,4883.0
1137,10163383,5568.0
1138,10163386,24625.0
1139,10163498,5646.0
1140,10163542,202421.0
1141,10163641,13302.0
1142,10163743,7280.0
1143,10163756,5589.0
1144,10163821,5065.0
1145,10163946,11636.0
1146,10164052,66300.0
1147,10164151,10857.0
1148,10164356,9395.0
1149,10164359,4758.0
1150,10164427,5840.0
1151,10164434,5047.0
1152,10164447,3982.0
1153,10164451,24365.0
1154,10164555,9070.0
1155,10164636,28524.0
1156,10164977,22759.0
1157,10165035,3619.0
1158,10165277,1387.0
1159,10165832,6435.0
1160,10166285,7435.0
1161,10166801,10811.0
1162,10166843,1699.0
1163,10166857,10016.0
1164,10166873,4689.0
1165,10167206,5860.0
1166,10167258,5878.0
1167,10167509,4850.0
1168,10167610,6268.0
1169,10167960,2751.0
1170,10168027,8123.0
1171,10168078,2403.0
1172,10168178,14019.0
1173,10168353,5518.0
1174,10168388,1817.0
1175,10168505,10096.0
1176,10168580,9528.0
1177,10168801,7085.0
1178,10168911,6451.0
1179,10169025,11458.0
1180,10169123,7778.0
1181,10169424,10767.0
1182,10169435,11749.0
1183,10169509,8681.0
1184,10169624,10017.0
1185,10169727,8293.0
1186,10169986,4232.0
1187,10170287,3488.0
1188,10170329,4061.0
1189,10170436,4672.0
1190,10170487,5597.0
1191,10170509,5894.0
1192,10170699,3786.0
1193,10170741,10453.0
1194,10170909,15312.0
1195,10171102,6314.0
1196,10171168,8523.0
1197,10171689,10787.0
1198,10171718,2345.0
1199,10171738,7139.0
1200,10171858,7585.0
1201,10172142,9795.0
1202,10172386,8485.0
1203,10172432,12604.0
1204,10172485,30923.0
1205,10172611,4417.0
1206,10172694,6641.0
1207,10172780,11112.0
1208,10173087,13714.0
1209,10173223,4510.0
1210,10173320,10082.0
1211,10173391,8606.0
1212,10173766,3748.0
1213,10173843,4862.0
1214,10173853,6214.0
1215,10173899,8762.0
1216,10174293,3972.0
1217,10174327,7568.0
1218,10174433,5044.0
1219,10174788,10048.0
1220,10175065,11462.0
1221,10175105,1408.0
1222,10175107,2434.0
1223,10175379,101317.0
1224,10175646,9135.0
1225,10175944,15704.0
1226,10176188,8958.0
1227,10176612,19565.0
1228,10176720,8530.0
1229,10176892,101317.0
1230,10176961,6020.0
1231,10177677,2465.0
1232,10178271,9288.0
1233,10178302,11279.0
1234,10178485,3320.0
1235,10178833,5597.0
1236,10179515,2166.0
1237,10179666,4550.0
1238,10179826,12053.0
1239,10179988,8822.0
1240,10180074,3499.0
1241,10180083,6659.0
1242,10180289,5650.0
1243,10180386,5234.0
1244,10180475,5959.0
1245,10180718,9999.0
