,assgn_final,gvkey_final
2261,10369716,1145.0
2262,10369739,13714.0
2263,10370305,5518.0
2264,10370363,3530.0
2265,10370486,3927.0
2266,10370790,10125.0
2267,10370961,8115.0
2268,10371020,9299.0
2269,10371403,3764.0
2270,10371516,13556.0
2271,10371796,3735.0
2272,10371953,11670.0
2273,10372052,11691.0
2274,10372158,3157.0
2275,10372190,4199.0
2276,10372224,24925.0
2277,10372466,5487.0
2278,10372520,5545.0
2279,10373418,11457.0
2280,10373737,2502.0
2281,10374048,5046.0
2282,10374145,5606.0
2283,10374200,1408.0
2284,10374225,9100.0
2285,10374267,10334.0
2286,10374383,7045.0
2287,10374419,1478.0
2288,10375028,5663.0
2289,10375050,30112.0
2290,10375360,13556.0
2291,10375527,202421.0
2292,10375808,6314.0
2293,10376092,30807.0
2294,10376132,8530.0
2295,10376251,4951.0
2296,10376318,1758.0
2297,10376502,63892.0
2298,10376712,100243.0
2299,10376724,6904.0
2300,10376936,10482.0
2301,10376974,4600.0
2302,10377226,7435.0
2303,10377344,4060.0
2304,10379048,5468.0
2305,10379506,5514.0
2306,10379702,12804.0
2307,10379753,1848.0
2308,10379833,1794.0
2309,10380157,7854.0
2310,10380275,7471.0
2311,10380629,7946.0
2312,10380891,1365.0
2313,10380921,10443.0
2314,10381398,7579.0
2315,10381746,3107.0
2316,10381879,7754.0
2317,10381923,111839.0
2318,10381925,2345.0
2319,10382039,9114.0
2320,10382920,11274.0
2321,10383372,4510.0
2322,10383637,7549.0
2323,10383957,11699.0
2324,10384082,7228.0
2325,10384167,4290.0
2326,10384169,8643.0
2327,10384319,2124.0
2328,10384912,5650.0
2329,10384994,4236.0
2330,10385233,9778.0
2331,10385368,14906.0
2332,10385800,4321.0
2333,10386012,1655.0
2334,10386169,10787.0
2335,10386288,10413.0
2336,10386398,9259.0
2337,10386731,10156.0
2338,10386745,8005.0
2339,10386813,7285.0
2340,10386917,2033.0
2341,10387206,100049.0
2342,10387288,13467.0
2343,10387511,9516.0
2344,10387876,2830.0
2345,10387954,140027.0
2346,10387962,5928.0
2347,10387964,4335.0
2348,10387999,4941.0
2349,10388101,15179.0
2350,10388105,9080.0
2351,10388269,144647.0
2352,10388692,10640.0
2353,10388761,5594.0
2354,10389215,1922.0
2355,10389516,7435.0
2356,10389929,12788.0
2357,10390115,10249.0
2358,10390328,11138.0
2359,10391777,8068.0
2360,10392106,9963.0
2361,10392180,13409.0
2362,10392243,100049.0
2363,10392331,135788.0
2364,10392513,3024.0
2365,10392771,11176.0
2366,10392913,7047.0
2367,10393100,8762.0
2368,10393338,11260.0
2369,10393756,126721.0
2370,10393823,13865.0
2371,10393890,10540.0
2372,10394439,7166.0
2373,10394903,13467.0
2374,10395191,10428.0
2375,10395401,7669.0
2376,10395642,9112.0
2377,10396336,11191.0
2378,10396447,13556.0
2379,10396746,6266.0
2380,10397043,8643.0
2381,10397367,13467.0
2382,10398163,4442.0
2383,10398465,8358.0
2384,10398506,5169.0
2385,10398589,5439.0
2386,10398861,6900.0
2387,10398944,19349.0
2388,10399677,5568.0
2389,10399697,4327.0
2390,10399812,3917.0
2391,10400291,9384.0
2392,10400404,2111.0
2393,10400585,9465.0
2394,10400694,5033.0
2395,10401093,19349.0
2396,10401313,6730.0
2397,10401321,5073.0
2398,10402246,1789.0
2399,10402626,6952.0
2400,10402720,2469.0
2401,10402913,7099.0
2402,10403090,20362.0
2403,10403515,8463.0
2404,10404065,5518.0
2405,10404244,63775.0
2406,10404305,3724.0
2407,10404894,101317.0
2408,10404982,6038.0
2409,10405831,9894.0
2410,10406002,13634.0
2411,10406009,7692.0
2412,10406121,5987.0
2413,10406132,10847.0
2414,10406933,1762.0
2415,10407071,6323.0
2416,10407345,4147.0
2417,10407436,7506.0
2418,10407478,1598.0
2419,10407627,9742.0
2420,10407658,6079.0
2421,10407664,7266.0
2422,10407940,8071.0
2423,10407978,7471.0
2424,10408244,8068.0
2425,10408251,100587.0
2426,10408523,3298.0
2427,10408748,1767.0
2428,10408808,1356.0
2429,10408968,10443.0
2430,10409192,7471.0
2431,10409254,29353.0
2432,10409771,4575.0
2433,10410082,17225.0
2434,10410101,6905.0
2435,10410314,1762.0
2436,10410451,28520.0
2437,10410779,7946.0
2438,10411247,8215.0
2439,10412330,10218.0
2440,10412607,6426.0
2441,10413008,100135.0
2442,10413164,9465.0
2443,10413212,13556.0
2444,10413216,3040.0
2445,10413266,61214.0
2446,10413320,2186.0
2447,10413374,10443.0
2448,10413505,9211.0
2449,10413828,1693.0
2450,10414567,12154.0
2451,10414725,3479.0
2452,10414887,8406.0
2453,10414924,10787.0
2454,10415075,7045.0
2455,10415189,10622.0
2456,10415246,25622.0
2457,10415282,4287.0
2458,10415495,7139.0
2459,10415534,1766.0
2460,10416249,5652.0
2461,10416456,1481.0
2462,10416473,25694.0
2463,10416564,177467.0
2464,10417174,8091.0
2465,10417416,11108.0
2466,10418248,9236.0
2467,10418295,3740.0
2468,10418371,30832.0
2469,10418402,6266.0
2470,10418442,1793.0
2471,10418805,2239.0
2472,10419191,10482.0
2473,10419229,4671.0
2474,10419750,28388.0
2475,10419800,12446.0
2476,10419812,6905.0
2477,10419856,8479.0
2478,10419897,4585.0
2479,10419949,25124.0
2480,10420116,1817.0
2481,10420152,101310.0
2482,10420345,9465.0
2483,10420374,6364.0
2484,10420683,1283.0
2485,10420751,12839.0
2486,10420806,30098.0
2487,10420924,6730.0
2488,10420931,19349.0
2489,10421261,2085.0
2490,10421680,115377.0
2491,10421777,28590.0
2492,10421781,10115.0
2493,10422163,4664.0
2494,10422464,14456.0
2495,10422661,5073.0
2496,10423124,9699.0
2497,10423322,4022.0
2498,10423329,6957.0
2499,10423690,8902.0
2500,10423888,7232.0
2501,10424048,14331.0
2502,10424348,7438.0
2503,10424577,2122.0
2504,10424810,13302.0
2505,10424980,19349.0
2506,10425062,10656.0
2507,10425071,1728.0
2508,10425078,10410.0
2509,10425171,12427.0
2510,10425254,10022.0
2511,10425631,3677.0
2512,10425643,1278.0
2513,10425827,20364.0
2514,10425847,4646.0
2515,10426344,3224.0
2516,10426751,8068.0
2517,10426902,5046.0
2518,10427011,9027.0
2519,10427251,3892.0
2520,10427295,3735.0
2521,10427805,2774.0
2522,10427860,6509.0
2523,10428079,3676.0
2524,10428644,17225.0
2525,10428746,122741.0
2526,10429206,9805.0
2527,10429775,4873.0
2528,10429827,6104.0
2529,10429901,2526.0
2530,10429920,6349.0
2531,10430500,1947.0
2532,10430562,2545.0
2533,10430930,7585.0
2534,10431025,7008.0
2535,10431556,6355.0
2536,10431689,16603.0
2537,10431832,9465.0
2538,10431960,1635.0
2539,10432388,28875.0
2540,10432905,61616.0
2541,10433002,9771.0
2542,10433093,1975.0
2543,10433387,2181.0
2544,10433525,1356.0
2545,10433690,5272.0
2546,10433705,8643.0
2547,10433749,5087.0
2548,10434259,6985.0
2549,10434388,28590.0
2550,10434467,4583.0
2551,10434509,4314.0
2552,10434590,2812.0
2553,10434877,10915.0
2554,10434904,8215.0
2555,10435740,10503.0
2556,10435955,8927.0
2557,10436121,10683.0
2558,10436665,1468.0
2559,10436761,10127.0
2560,10437309,8530.0
2561,10437376,66708.0
2562,10437972,5764.0
2563,10438269,8322.0
2564,10438635,1863.0
2565,10438658,3333.0
2566,10438673,3305.0
2567,10439007,13161.0
2568,10439067,9110.0
2569,10439118,11583.0
2570,10439473,8304.0
2571,10439758,1913.0
2572,10439780,15664.0
2573,10439798,60916.0
2574,10439853,118577.0
2575,10440086,9947.0
2576,10440635,3505.0
2577,10441057,23798.0
2578,10441064,4258.0
2579,10441095,1235.0
2580,10441106,5181.0
2581,10441306,28389.0
2582,10441346,1357.0
2583,10441361,2482.0
2584,10441627,7985.0
2585,10441943,1781.0
2586,10442127,1925.0
2587,10442175,4404.0
2588,10442238,28742.0
2589,10442531,4283.0
2590,10442637,10530.0
2591,10442722,103159.0
2592,10442913,9591.0
2593,10442991,2078.0
2594,10443039,5492.0
2595,10443060,4608.0
2596,10443080,18467.0
2597,10443185,5866.0
2598,10443309,1478.0
2599,10443727,9027.0
2600,10443751,6829.0
2601,10443820,10247.0
2602,10443837,3755.0
2603,10443843,9771.0
2604,10444184,7045.0
2605,10444205,2062.0
2606,10444376,10869.0
2607,10444726,2425.0
2608,10444784,3910.0
2609,10444792,5905.0
2610,10444820,10156.0
2611,10445053,4060.0
2612,10445187,7522.0
2613,10445351,7875.0
2614,10445413,9429.0
2615,10445597,6266.0
2616,10446009,5519.0
2617,10446058,1793.0
2618,10446187,28742.0
2619,10446259,1647.0
2620,10446299,9950.0
2621,10446448,5047.0
2622,10446722,7373.0
2623,10446749,9563.0
2624,10447280,5136.0
2625,10447360,4392.0
2626,10448292,2403.0
2627,10448418,8479.0
2628,10448931,12656.0
2629,10449026,4675.0
2630,10449163,7163.0
2631,10449308,8253.0
2632,10449739,1554.0
2633,10449924,7171.0
2634,10450187,8649.0
2635,10450255,5482.0
2636,10450460,7938.0
2637,10450847,164758.0
2638,10451036,7985.0
2639,10451210,144559.0
2640,10451277,4058.0
2641,10451591,7985.0
2642,10451630,1300.0
2643,10451672,9433.0
2644,10451850,7146.0
2645,10452446,1773.0
2646,10452486,8451.0
2647,10452826,10787.0
2648,10453243,8849.0
2649,10453663,3402.0
2650,10453668,7937.0
2651,10454101,10232.0
2652,10454111,11124.0
2653,10454120,4128.0
2654,10454386,1879.0
2655,10454648,5004.0
2656,10454890,2337.0
2657,10454964,212685.0
2658,10455253,2393.0
2659,10455639,9749.0
2660,10455821,14358.0
2661,10455928,7459.0
2662,10455997,1976.0
2663,10456531,12053.0
2664,10456681,9626.0
2665,10456683,1018.0
2666,10456794,10730.0
2667,10456886,1357.0
2668,10457165,4108.0
2669,10457672,13414.0
2670,10458047,100806.0
2671,10458213,101256.0
2672,10458360,2410.0
2673,10458855,146739.0
2674,10459146,11465.0
2675,10459207,7085.0
2676,10459323,5250.0
2677,10459564,9217.0
2678,10459780,7585.0
2679,10459844,8290.0
2680,10459854,3835.0
2681,10460077,11721.0
2682,10460114,2435.0
2683,10460820,8153.0
2684,10461065,6433.0
2685,10461092,25341.0
2686,10461590,21437.0
2687,10461730,1447.0
2688,10461767,7781.0
2689,10461921,2509.0
2690,10462309,6628.0
2691,10462366,64017.0
2692,10462378,101352.0
2693,10462507,8150.0
2694,10462554,11749.0
2695,10463094,6856.0
2696,10463424,2597.0
2697,10463628,7252.0
2698,10464146,14620.0
2699,10464201,5087.0
2700,10464417,12735.0
2701,10465331,7585.0
2702,10465408,9186.0
2703,10465493,3662.0
2704,10465540,2343.0
2705,10465679,11749.0
2706,10465793,6730.0
2707,10465895,66497.0
2708,10466143,100423.0
2709,10466570,12390.0
2710,10466957,6662.0
2711,10467717,11506.0
2712,10467866,1278.0
2713,10467952,19435.0
2714,10468052,3979.0
2715,10468437,115377.0
2716,10468506,30098.0
2717,10469120,5764.0
2718,10469742,14558.0
2719,10470103,28806.0
2720,10470143,30644.0
2721,10470218,1793.0
2722,10470609,65525.0
2723,10470775,2920.0
2724,10470856,7471.0
2725,10470981,101317.0
2726,10471044,3633.0
2727,10471068,102523.0
2728,10471978,5229.0
2729,10472304,2838.0
2730,10472446,10093.0
2731,10472453,7875.0
2732,10472474,2787.0
2733,10472690,6746.0
2734,10472980,20952.0
2735,10473211,17225.0
2736,10473432,7117.0
2737,10473450,9474.0
2738,10474220,10787.0
2739,10474317,9048.0
2740,10475052,110685.0
2741,10475264,11864.0
2742,10475373,10618.0
2743,10475518,5083.0
2744,10475788,1306.0
2745,10475845,144435.0
2746,10476093,8907.0
2747,10476110,6730.0
2748,10476267,7077.0
2749,10476434,6346.0
2750,10476487,5482.0
2751,10476583,1159.0
2752,10476978,7267.0
2753,10477076,14620.0
2754,10477077,2646.0
2755,10477163,3024.0
2756,10477219,5480.0
2757,10477242,9548.0
2758,10477294,6573.0
2759,10477969,6410.0
2760,10477978,3224.0
2761,10478038,10016.0
2762,10478054,17420.0
2763,10478467,9172.0
2764,10478817,1372.0
2765,10479334,1314.0
2766,10479627,101352.0
2767,10479762,5650.0
2768,10480018,100039.0
2769,10480047,3543.0
2770,10480474,9620.0
2771,10480910,1930.0
2772,10481458,13556.0
2773,10481522,1122.0
2774,10481544,11506.0
2775,10481675,2245.0
2776,10481821,4367.0
2777,10481966,11278.0
2778,10482301,10543.0
2779,10482372,2401.0
2780,10482649,3275.0
2781,10482802,6315.0
2782,10483222,1632.0
2783,10483599,10726.0
2784,10483716,7656.0
2785,10483723,10286.0
2786,10483740,5073.0
2787,10483951,4213.0
2788,10484003,24850.0
2789,10484641,1496.0
2790,10484676,14954.0
2791,10484889,14363.0
2792,10485037,10150.0
2793,10485223,6873.0
2794,10485250,8358.0
2795,10485394,10787.0
2796,10485911,9229.0
2797,10486068,3671.0
2798,10486189,28520.0
2799,10486237,148473.0
2800,10486455,13714.0
2801,10486461,1848.0
2802,10486728,5725.0
2803,10486886,2459.0
2804,10486969,6745.0
2805,10487220,202421.0
2806,10487256,5903.0
2807,10487296,29133.0
2808,10487652,4864.0
2809,10487833,12093.0
2810,10488380,6266.0
2811,10488489,9098.0
2812,10488534,12343.0
2813,10488544,12554.0
2814,10488561,10622.0
2815,10488959,2435.0
2816,10489177,7145.0
2817,10489442,8226.0
2818,10489643,12436.0
2819,10489689,7980.0
2820,10489823,5762.0
2821,10489960,10697.0
2822,10490424,4981.0
2823,10490531,10243.0
2824,10490796,6646.0
2825,10490876,14912.0
2826,10491575,8196.0
2827,10491762,212685.0
2828,10491943,2987.0
2829,10492050,3532.0
2830,10492053,11419.0
2831,10492159,14278.0
2832,10492315,10021.0
2833,10492476,6619.0
2834,10492556,1747.0
2835,10493346,3055.0
2836,10493384,30009.0
2837,10493524,1567.0
2838,10493598,3479.0
2839,10493734,2131.0
2840,10493871,11055.0
2841,10493872,2403.0
2842,10494123,7980.0
2843,10494166,20364.0
2844,10494215,100465.0
2845,10494575,5629.0
2846,10494590,6109.0
2847,10494612,9756.0
2848,10494692,11161.0
2849,10494878,8888.0
2850,10495031,11327.0
2851,10495240,8202.0
2852,10495385,6403.0
2853,10495638,4295.0
2854,10495678,12053.0
2855,10495940,212685.0
2856,10496035,4401.0
2857,10496149,2794.0
2858,10496249,7935.0
2859,10496828,8777.0
2860,10497296,7558.0
2861,10497314,3115.0
2862,10497646,2265.0
2863,10497654,11623.0
2864,10497674,2003.0
2865,10498357,10109.0
2866,10498508,11217.0
2867,10498673,4034.0
2868,10498728,5650.0
2869,10498850,8644.0
2870,10498923,4510.0
2871,10499371,4088.0
2872,10499535,19349.0
2873,10499636,7935.0
2874,10499692,10983.0
2875,10499720,4735.0
2876,10499939,6074.0
2877,10499991,9963.0
2878,10500134,63633.0
2879,10501040,174118.0
2880,10501351,1167.0
2881,10501398,11396.0
2882,10501636,4806.0
2883,10501712,10764.0
2884,10501856,1625.0
2885,10502068,5439.0
2886,10502390,10089.0
2887,10502533,4503.0
2888,10502743,8717.0
2889,10503111,5869.0
2890,10503189,1447.0
2891,10503252,30540.0
2892,10503275,24545.0
2893,10503281,3041.0
2894,10503296,7228.0
2895,10503416,7643.0
2896,10503618,1951.0
2897,10503707,11376.0
2898,10503794,2471.0
2899,10504084,165653.0
2900,10504136,8657.0
2901,10504180,24022.0
2902,10504565,8917.0
2903,10504636,8633.0
2904,10504901,4012.0
2905,10504935,6512.0
2906,10505112,5496.0
2907,10505217,8999.0
2908,10505234,3894.0
2909,10505482,8762.0
2910,10505698,9818.0
2911,10506128,10114.0
2912,10506152,9130.0
2913,10506630,2872.0
2914,10506872,3932.0
2915,10506976,7946.0
2916,10507256,6364.0
2917,10507295,3701.0
2918,10507601,31596.0
2919,10507838,9316.0
2920,10508203,160225.0
2921,10508227,3663.0
2922,10508291,5505.0
2923,10508566,212685.0
2924,10508665,155393.0
2925,10508715,24625.0
2926,10508720,2412.0
2927,10508749,7001.0
2928,10508928,6853.0
2929,10508989,10997.0
2930,10509085,8123.0
2931,10509102,145274.0
2932,10509177,10787.0
2933,10509547,6892.0
2934,10510089,5250.0
2935,10510098,1356.0
2936,10510224,5826.0
2937,10510342,1793.0
2938,10510634,4129.0
2939,10510753,8811.0
2940,10510949,3580.0
2941,10511349,11264.0
2942,10511582,6494.0
2943,10511831,8828.0
2944,10511874,9312.0
2945,10512402,3499.0
2946,10512417,10640.0
2947,10512866,1362.0
2948,10512917,5047.0
2949,10513113,13469.0
2950,10513180,1896.0
2951,10513375,15403.0
2952,10513605,15172.0
2953,10513860,21442.0
2954,10513931,11003.0
2955,10513989,1657.0
2956,10514040,5073.0
2957,10514812,7985.0
2958,10515283,2053.0
2959,10515655,10360.0
2960,10515817,7946.0
2961,10515860,115377.0
2962,10515959,21238.0
2963,10516033,7139.0
2964,10516222,7935.0
2965,10516400,8215.0
2966,10516764,28520.0
2967,10517273,6470.0
2968,10517405,5568.0
2969,10517417,6104.0
2970,10517660,10093.0
2971,10517715,10150.0
2972,10517934,5898.0
2973,10518013,13302.0
2974,10518134,8663.0
2975,10518628,3024.0
2976,10518648,5250.0
2977,10518651,7045.0
2978,10518702,7292.0
2979,10518872,1976.0
2980,10518951,8859.0
2981,10519257,23004.0
2982,10519337,4022.0
2983,10519679,11690.0
2984,10519794,9050.0
2985,10520839,2473.0
2986,10520869,5293.0
2987,10520906,4622.0
2988,10521067,13417.0
2989,10521544,6830.0
2990,10521736,4060.0
2991,10521992,8029.0
2992,10522093,4144.0
2993,10522132,9730.0
2994,10522576,5878.0
2995,10522666,3093.0
2996,10522990,2812.0
2997,10523438,7652.0
2998,10523676,2718.0
2999,10523854,15064.0
3000,10523983,9465.0
3001,10524112,9802.0
3002,10524200,8024.0
3003,10524434,8136.0
3004,10524558,12548.0
3005,10524753,5338.0
3006,10524906,11508.0
3007,10525053,7471.0
3008,10525227,4952.0
3009,10525344,101317.0
3010,10525516,11696.0
3011,10525640,8643.0
3012,10525783,4321.0
3013,10526696,3958.0
3014,10526754,2596.0
3015,10526999,8937.0
3016,10527129,10276.0
3017,10527147,29830.0
3018,10527326,25119.0
3019,10527342,11530.0
3020,10527371,10530.0
3021,10527374,8536.0
3022,10527576,13467.0
3023,10527634,11608.0
3024,10528018,5628.0
3025,10528097,9293.0
3026,10528153,1848.0
3027,10528223,6331.0
3028,10528230,9555.0
3029,10528382,4959.0
3030,10528504,4941.0
3031,10528803,1789.0
3032,10529495,7471.0
3033,10529711,1645.0
3034,10529722,11147.0
3035,10529792,7212.0
3036,10529917,5522.0
3037,10531002,4329.0
3038,10531691,10709.0
3039,10532164,3253.0
3040,10532243,8077.0
3041,10532779,21963.0
3042,10533337,10640.0
3043,10533380,7946.0
3044,10533453,5709.0
3045,10533499,9656.0
3046,10534197,16476.0
3047,10534372,8916.0
3048,10534512,13990.0
3049,10535173,14385.0
3050,10535289,9217.0
3051,10535631,5808.0
3052,10535776,14626.0
3053,10535933,7739.0
3054,10536544,8215.0
3055,10536684,28543.0
3056,10536777,5169.0
3057,10537142,6727.0
3058,10537146,8123.0
3059,10537194,8164.0
3060,10537479,1829.0
3061,10537488,5252.0
3062,10537536,11749.0
3063,10537588,20364.0
3064,10537701,6584.0
3065,10537855,8812.0
3066,10537865,2745.0
3067,10538310,8350.0
3068,10538331,15475.0
3069,10538428,8142.0
3070,10539343,10906.0
3071,10539423,9773.0
3072,10539923,20952.0
3073,10540147,10622.0
3074,10540173,7228.0
3075,10540451,6531.0
3076,10540644,5686.0
3077,10541056,10833.0
3078,10541135,7537.0
3079,10541821,2039.0
3080,10542488,12679.0
3081,10542698,7985.0
3082,10542743,5032.0
3083,10542745,7944.0
3084,10542886,7953.0
3085,10543053,1351.0
3086,10543884,4140.0
3087,10544059,4321.0
3088,10544196,2403.0
3089,10544476,15172.0
3090,10545048,19349.0
3091,10545261,30898.0
3092,10546407,13114.0
3093,10546539,2140.0
3094,10546589,2920.0
3095,10546713,3633.0
3096,10546742,5074.0
3097,10547093,2436.0
3098,10547164,10299.0
3099,10547198,11335.0
3100,10547370,11261.0
3101,10547549,10275.0
3102,10547763,5650.0
3103,10547986,10867.0
3104,10548188,18100.0
3105,10548207,11204.0
3106,10548296,7636.0
3107,10548503,5960.0
3108,10548507,5878.0
3109,10548690,5123.0
3110,10549047,10156.0
3111,10549114,6066.0
3112,10549523,23762.0
3113,10549667,62640.0
3114,10549695,7045.0
3115,10549890,19349.0
3116,10550033,9954.0
3117,10550404,1093.0
3118,10550617,6502.0
3119,10550760,8657.0
3120,10551194,6486.0
3121,10551450,4087.0
3122,10551963,1103.0
3123,10552095,10519.0
3124,10552199,14620.0
3125,10552296,5650.0
3126,10552531,3721.0
3127,10552666,2135.0
3128,10553631,7242.0
3129,10553662,2448.0
3130,10554295,3504.0
3131,10554986,148271.0
3132,10555230,4981.0
3133,10555465,3639.0
3134,10555536,148473.0
3135,10555673,212685.0
3136,10555773,1408.0
3137,10556030,4321.0
3138,10556033,4321.0
3139,10556132,4944.0
3140,10556770,20364.0
3141,10557447,11227.0
3142,10557947,10802.0
3143,10558402,4058.0
3144,10558691,22144.0
3145,10559623,7497.0
3146,10559860,9947.0
3147,10559990,4312.0
3148,10560090,7257.0
3149,10560563,177467.0
3150,10560750,14456.0
3151,10561267,6430.0
3152,10561720,8647.0
3153,10561751,3224.0
3154,10562012,10374.0
3155,10562547,1996.0
3156,10562594,3165.0
3157,10563257,10640.0
3158,10563422,2573.0
3159,10563787,11665.0
3160,10563851,5878.0
3161,10563959,7290.0
3162,10564082,11506.0
3163,10564138,5959.0
3164,10564161,6506.0
3165,10564223,61435.0
3166,10564254,8678.0
3167,10564267,4401.0
3168,10564315,2190.0
3169,10564657,20578.0
3170,10564661,6531.0
3171,10564715,6036.0
3172,10564877,9297.0
3173,10566120,8633.0
3174,10566131,1531.0
3175,10566432,7420.0
3176,10566538,27807.0
3177,10566960,10545.0
3178,10567055,13467.0
3179,10567148,30029.0
3180,10567236,8583.0
3181,10567381,10983.0
3182,10567500,2606.0
3183,10567920,20783.0
3184,10568028,31554.0
3185,10568055,65671.0
3186,10568610,8461.0
3187,10568804,10983.0
3188,10569124,15305.0
3189,10569132,7178.0
3190,10570262,2817.0
3191,10570424,5231.0
3192,10570780,62221.0
3193,10570845,7881.0
3194,10570911,1900.0
3195,10571096,10443.0
3196,10571295,11749.0
3197,10571631,11065.0
3198,10571688,61616.0
3199,10571822,8647.0
3200,10571876,7654.0
3201,10572221,111282.0
3202,10572352,25005.0
3203,10572371,10138.0
3204,10572595,7585.0
3205,10572623,2050.0
3206,10572750,3047.0
3207,10572793,1598.0
3208,10573064,2830.0
3209,10573166,1017.0
3210,10573213,9778.0
3211,10573250,2012.0
3212,10573651,13633.0
3213,10573668,10857.0
3214,10573673,13469.0
3215,10574115,10570.0
3216,10574322,3734.0
3217,10574416,11379.0
3218,10574492,25661.0
3219,10574721,8004.0
3220,10574793,100049.0
3221,10574889,7409.0
3222,10574948,7409.0
3223,10575014,12788.0
3224,10575273,9523.0
3225,10575285,7114.0
3226,10575684,9114.0
3227,10575782,2450.0
3228,10576657,4926.0
3229,10576731,28139.0
3230,10576838,202421.0
3231,10577085,5287.0
3232,10577425,144848.0
3233,10577472,202421.0
3234,10577695,1447.0
3235,10577928,7653.0
3236,10578117,18654.0
3237,10578155,1826.0
3238,10578252,10787.0
3239,10578325,6349.0
3240,10578349,7444.0
3241,10578406,5253.0
3242,10578885,5250.0
3243,10579366,12618.0
3244,10579597,10005.0
3245,10579627,3579.0
3246,10579736,8348.0
3247,10580006,213449.0
3248,10580541,2547.0
3249,10581010,5589.0
3250,10581270,9135.0
3251,10581437,5650.0
3252,10581503,6403.0
3253,10581535,11630.0
3254,10581550,11636.0
3255,10581768,6098.0
3256,10581854,12773.0
3257,10581880,5650.0
3258,10581959,1456.0
3259,10582200,25983.0
3260,10582381,5018.0
3261,10582590,10258.0
3262,10582843,212685.0
3263,10583099,20364.0
3264,10583854,9459.0
3265,10583929,4245.0
3266,10584063,9157.0
3267,10584114,9254.0
3268,10584250,2154.0
3269,10584289,6628.0
3270,10584450,7891.0
3271,10584623,7602.0
3272,10584673,63278.0
3273,10584675,10962.0
3274,10584739,115377.0
3275,10584899,2062.0
3276,10584904,8925.0
3277,10585078,14363.0
3278,10585143,10622.0
3279,10585159,2721.0
3280,10585335,5492.0
3281,10585428,5629.0
3282,10586038,3630.0
3283,10586113,3650.0
3284,10586141,15172.0
3285,10586170,10622.0
3286,10586195,7410.0
3287,10586769,130762.0
3288,10586904,22324.0
3289,10586981,14620.0
3290,10587462,10014.0
3291,10587523,1571.0
3292,10587691,10530.0
3293,10588007,125863.0
3294,10588110,4275.0
3295,10588290,6856.0
3296,10588314,8122.0
3297,10588460,14570.0
3298,10588573,7895.0
3299,10588658,12129.0
3300,10589542,13467.0
3301,10589707,212685.0
3302,10589970,3822.0
3303,10590275,2190.0
3304,10590317,4768.0
3305,10590323,10857.0
3306,10590393,7471.0
3307,10590713,10499.0
3308,10591172,10525.0
3309,10591733,10530.0
3310,10592104,65928.0
3311,10592395,7471.0
3312,10592514,10011.0
3313,10592655,13467.0
3314,10592777,6266.0
3315,10593482,25664.0
3316,10593710,12290.0
3317,10593948,6009.0
3318,10593960,25622.0
3319,10594169,9216.0
3320,10594362,4040.0
3321,10594430,12894.0
3322,10594551,10787.0
3323,10595066,7348.0
3324,10595117,147449.0
3325,10595380,7468.0
3326,10595541,4961.0
3327,10595857,2576.0
3328,10596125,15172.0
3329,10596253,6036.0
3330,10596463,5087.0
3331,10596816,6667.0
3332,10597332,10862.0
3333,10597360,103159.0
3334,10597362,9848.0
3335,10597410,6777.0
3336,10597501,4427.0
3337,10597572,8530.0
3338,10598000,101352.0
3339,10598080,30037.0
3340,10598493,17225.0
3341,10598550,5049.0
3342,10598647,7155.0
3343,10598849,10983.0
3344,10599516,8484.0
3345,10599629,1762.0
3346,10599793,9489.0
3347,10599804,5650.0
3348,10599984,12847.0
3349,10600021,9027.0
3350,10600123,10582.0
3351,10600246,11016.0
3352,10600277,5250.0
3353,10600574,6266.0
3354,10601076,2987.0
3355,10601412,1789.0
3356,10601536,8358.0
3357,10602022,101352.0
3358,10602103,1278.0
3359,10602163,3504.0
3360,10602664,9778.0
3361,10602720,7085.0
3362,10602733,10483.0
3363,10602873,8790.0
3364,10603019,7257.0
3365,10603125,11627.0
3366,10603840,2506.0
3367,10603880,11552.0
3368,10604185,5650.0
3369,10604442,12182.0
3370,10605033,6128.0
3371,10605193,5568.0
3372,10605303,2653.0
3373,10605606,9527.0
3374,10605924,8762.0
3375,10606051,4060.0
3376,10606596,10622.0
3377,10607025,7085.0
3378,10607073,4637.0
3379,10607142,61260.0
3380,10607197,11274.0
3381,10607281,12714.0
3382,10607326,66004.0
3383,10607355,8841.0
3384,10607557,19349.0
3385,10607605,10467.0
3386,10608486,8822.0
3387,10608760,10857.0
3388,10608807,7180.0
3389,10608933,2799.0
3390,10608938,3229.0
3391,10609029,4321.0
3392,10609151,5468.0
3393,10609175,24029.0
3394,10609270,13413.0
3395,10609448,9810.0
3396,10609588,14383.0
3397,10609621,25164.0
3398,10609696,2962.0
3399,10609741,10185.0
3400,10609891,2176.0
3401,10610573,10150.0
3402,10610619,2006.0
3403,10610717,64581.0
3404,10611130,4040.0
3405,10611466,2794.0
3406,10611640,100049.0
3407,10611781,8947.0
3408,10611806,5662.0
3409,10611968,7497.0
3410,10612092,10983.0
3411,10612340,6266.0
3412,10612411,2650.0
3413,10612534,10332.0
3414,10612617,2045.0
3415,10613042,126894.0
3416,10613212,3839.0
3417,10613359,10076.0
3418,10613864,9708.0
3419,10613994,9173.0
3420,10614178,4993.0
3421,10614395,100418.0
3422,10614771,11164.0
3423,10615543,2455.0
3424,10615556,13007.0
3425,10615603,8517.0
